boundary_scope,primary_biome,metric,measure_type,t0,t1,diagnostic_interval,cells,supported_cells,undefined_cells,nonzero_cells,value_sum,value_mean,value_median,value_q90,contribution_to_combined_domain_sum
primary_assignment,Cerrado,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2005,2010,0,10676,6496,4180,4513,1378.1369969049929,0.21215163129695089,0.049549034134609267,0.77300024547026602,
primary_assignment,Cerrado,net_cr_balance_ha,signed_area,2005,2010,0,10676,10676,0,10343,-2151078.4744209121,-201.48730558457402,-136.66426869201308,404.84695318206849,0.29743234380883266
primary_assignment,Cerrado,cr_balance_index,bounded_index,2005,2010,0,10676,10343,333,10343,-4698.7233690602106,-0.45429018360825785,-0.87865387923841876,0.79105699510906069,
primary_assignment,Cerrado,consolidation_ha,absolute_area,2010,2015,0,10676,10676,0,8042,3090967.5067430381,289.5248694963505,38.727678265758591,901.95367548359081,0.62135875364230408
primary_assignment,Cerrado,consolidation_rate_initial_pasture,relative_intensity,2010,2015,0,10676,10367,309,8042,779.2167920219556,0.075163190124621929,0.01307225099011809,0.22234862478156367,
primary_assignment,Cerrado,replenishment_ha,absolute_area,2010,2015,0,10676,10676,0,10381,4420174.8386597363,414.02911564815815,221.3163852676457,1101.9347864692554,0.5082081108040809
primary_assignment,Cerrado,replenishment_rate_initial_native,relative_intensity,2010,2015,0,10676,10671,5,10381,425.43283875679373,0.039868132204741238,0.024827577771969138,0.098024725224732115,
primary_assignment,Cerrado,nat_tmp_endpoint_ha,absolute_area,2010,2015,0,10676,10676,0,7188,1118911.3036719104,104.80622926863155,3.4938027337193489,163.73632008408509,0.82127364987083451
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,relative_intensity,2010,2015,0,10676,10671,5,7188,96.593276814490963,0.0090519423497789301,0.00042015015075176106,0.016775322335465349,
primary_assignment,Cerrado,nat_tmp_pas_any_ha,trajectory_area,2010,2015,0,10676,10676,0,5602,111542.05134143269,10.44792537855308,0.085489414632320349,19.381563983857632,0.83190034485221986
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,trajectory_share,2010,2015,0,10676,7188,3488,5602,1796.717921840539,0.24996075707297427,0.10586688432583967,0.79668485295490066,
primary_assignment,Cerrado,nat_tmp_pas_consecutive2_ha,trajectory_area,2010,2015,0,10676,10676,0,5248,106399.9636717434,9.9662761026361384,0,18.173773113638163,0.83700741995231787
primary_assignment,Cerrado,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2010,2015,0,10676,7188,3488,5248,1612.0159191132886,0.22426487466795891,0.080006606707493072,0.72023070877761808,
primary_assignment,Cerrado,net_cr_balance_ha,signed_area,2010,2015,0,10676,10676,0,10412,-1329207.3319166985,-124.50424615180765,-89.486865990769644,683.29323469477833,0.35702214686433364
primary_assignment,Cerrado,cr_balance_index,bounded_index,2010,2015,0,10676,10412,264,10412,-3564.9628524250902,-0.3423898244741731,-0.737416002381446,0.86425525568492556,
primary_assignment,Cerrado,consolidation_ha,absolute_area,2015,2020,0,10676,10676,0,8501,2389502.1904964428,223.81998786965556,46.102964931755672,676.84638742557627,0.61011549334035853
primary_assignment,Cerrado,consolidation_rate_initial_pasture,relative_intensity,2015,2020,0,10676,10433,243,8501,618.46145990531988,0.059279350129907017,0.016397724584602681,0.16130505862034067,
primary_assignment,Cerrado,replenishment_ha,absolute_area,2015,2020,0,10676,10676,0,10414,3874541.7293539094,362.92073148687797,211.81988312720375,912.77953848787683,0.42970704588935349
primary_assignment,Cerrado,replenishment_rate_initial_native,relative_intensity,2015,2020,0,10676,10672,4,10414,390.44634890792702,0.036586052184026142,0.024963117864691256,0.08625820827947997,
primary_assignment,Cerrado,nat_tmp_endpoint_ha,absolute_area,2015,2020,0,10676,10676,0,7324,493003.77429382043,46.17869747975088,3.1969209425151348,95.359164438528168,0.66568969849888848
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,relative_intensity,2015,2020,0,10676,10672,4,7324,50.732956452379341,0.0047538377485362949,0.00039074383143135533,0.010759781777039158,
primary_assignment,Cerrado,nat_tmp_pas_any_ha,trajectory_area,2015,2020,0,10676,10676,0,5231,64077.983091806716,6.002059113132888,0,10.551203850656748,0.78503180862363897
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,trajectory_share,2015,2020,0,10676,7324,3352,5231,1198.7919125554986,0.16367994436858255,0.048359659177875283,0.52459474238020909,
primary_assignment,Cerrado,nat_tmp_pas_consecutive2_ha,trajectory_area,2015,2020,0,10676,10676,0,4785,60079.62930149016,5.6275411485097564,0,9.3525819070637226,0.78901032591273956
primary_assignment,Cerrado,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2015,2020,0,10676,7324,3352,4785,1012.075093654296,0.1381861132788498,0.02835651319501472,0.46094881968086049,
primary_assignment,Cerrado,net_cr_balance_ha,signed_area,2015,2020,0,10676,10676,0,10452,-1485039.5388574661,-139.10074361722238,-85.443859187981076,451.99805375466156,0.29117109470959707
primary_assignment,Cerrado,cr_balance_index,bounded_index,2015,2020,0,10676,10452,224,10452,-3576.2130792770963,-0.34215586292356454,-0.65938307628356863,0.78807423697666157,
primary_assignment,Cerrado,consolidation_ha,absolute_area,2020,2025,1,10676,10676,0,8281,1082981.5201744479,101.44075685410715,13.97067614443162,267.74847350295852,0.5190852871724142
primary_assignment,Cerrado,consolidation_rate_initial_pasture,relative_intensity,2020,2025,1,10676,10479,197,8281,431.29819013697414,0.04115833477783893,0.0044198233572314803,0.096988535102961612,
primary_assignment,Cerrado,replenishment_ha,absolute_area,2020,2025,1,10676,10676,0,10495,4960266.1861354811,464.61841383809303,277.82497857251008,1171.5552851376726,0.49412177157776699
primary_assignment,Cerrado,replenishment_rate_initial_native,relative_intensity,2020,2025,1,10676,10672,4,10495,479.14429945135862,0.044897329408860438,0.032047111772263909,0.10237848818524868,
primary_assignment,Cerrado,nat_tmp_endpoint_ha,absolute_area,2020,2025,1,10676,10676,0,7215,486997.41200354107,45.61609329369999,1.7271062806248665,45.862887467560817,0.71421505780615901
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,relative_intensity,2020,2025,1,10676,10672,4,7215,49.503122009749141,0.0046385983892193727,0.00022368049939119289,0.0069922659011797681,
primary_assignment,Cerrado,nat_tmp_pas_any_ha,trajectory_area,2020,2025,1,10676,10676,0,3966,36340.831120936113,3.403974439952802,0,2.1526703201234341,0.71957555158524233
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,trajectory_share,2020,2025,1,10676,7215,3461,3966,630.4918734598956,0.087386261047802574,0.0070766366489683572,0.28290687569828643,
primary_assignment,Cerrado,nat_tmp_pas_consecutive2_ha,trajectory_area,2020,2025,1,10676,10676,0,3552,34124.511132759821,3.1963760896178175,0,1.8255326934158802,0.72190379310363451
primary_assignment,Cerrado,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2020,2025,1,10676,7215,3461,3552,535.03631269460232,0.074156107095578974,0,0.22929907709056846,
primary_assignment,Cerrado,net_cr_balance_ha,signed_area,2020,2025,1,10676,10676,0,10544,-3877284.6659610332,-363.17765698398586,-213.43566742060233,91.814559478473427,0.48757240195941665
primary_assignment,Cerrado,cr_balance_index,bounded_index,2020,2025,1,10676,10544,132,10544,-5843.3032784367961,-0.55418278437374768,-0.90199062844106903,0.55944921326401198,
single_biome_sensitivity,Amazon,consolidation_ha,absolute_area,1985,1990,0,13920,13920,0,510,19241.558632667773,1.3822958787836044,0,0,0.013270004017944877
single_biome_sensitivity,Amazon,consolidation_rate_initial_pasture,relative_intensity,1985,1990,0,13920,6567,7353,510,17.975111175802734,0.0027371876314607481,0,0,
single_biome_sensitivity,Amazon,replenishment_ha,absolute_area,1985,1990,0,13920,13920,0,7504,4797297.4863164015,344.6334401089369,1.7986302029122325,1222.6278084386629,0.29202860358756677
single_biome_sensitivity,Amazon,replenishment_rate_initial_native,relative_intensity,1985,1990,0,13920,13919,1,7504,317.58600919270538,0.02281672599990699,0.00010029872193641486,0.075552511003019546,
single_biome_sensitivity,Amazon,nat_tmp_endpoint_ha,absolute_area,1985,1990,0,13920,13920,0,758,58571.295833966782,4.2077080340493378,0,0,0.041777543827177542
single_biome_sensitivity,Amazon,nat_tmp_intensity_initial_native,relative_intensity,1985,1990,0,13920,13919,1,758,3.4690974225926889,0.00024923467365419133,0,0,
single_biome_sensitivity,Amazon,nat_tmp_pas_any_ha,trajectory_area,1985,1990,0,13920,13920,0,357,2610.304290495696,0.18752185994940346,0,0,0.017979636205536036
single_biome_sensitivity,Amazon,nat_tmp_pas_any_share_endpoint,trajectory_share,1985,1990,0,13920,758,13162,357,86.678829816361926,0.1143520182273904,0,0.38951795791225935,
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_ha,trajectory_area,1985,1990,0,13920,13920,0,327,2350.7786398528251,0.16887777585149605,0,0,0.016829568988527291
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,1985,1990,0,13920,758,13162,327,73.30478634793549,0.09670816140888587,0,0.3376815862961482,
single_biome_sensitivity,Amazon,net_cr_balance_ha,signed_area,1985,1990,0,13920,13920,0,7508,-4778055.9276837334,-343.25114423015327,-1.6943195052444935,0,0.31901584496767338
single_biome_sensitivity,Amazon,cr_balance_index,bounded_index,1985,1990,0,13920,7508,6412,7508,-7399.3179816135344,-0.98552450474341158,-1,-1,
single_biome_sensitivity,Amazon,consolidation_ha,absolute_area,1990,1995,0,13920,13920,0,865,57036.836300182258,4.0974738721395303,0,0,0.034805371471968737
single_biome_sensitivity,Amazon,consolidation_rate_initial_pasture,relative_intensity,1990,1995,0,13920,7695,6225,865,34.300357091553401,0.0044574863016963485,0,0.00028406147802739762,
single_biome_sensitivity,Amazon,replenishment_ha,absolute_area,1990,1995,0,13920,13920,0,8383,7603329.672318032,546.21621209181262,6.8960117593845904,2062.6179547188972,0.45113659120868688
single_biome_sensitivity,Amazon,replenishment_rate_initial_native,relative_intensity,1990,1995,0,13920,13919,1,8383,547.04580851097319,0.039302091278897423,0.00039120414231519628,0.14160017338418535,
single_biome_sensitivity,Amazon,nat_tmp_endpoint_ha,absolute_area,1990,1995,0,13920,13920,0,983,83721.035854610105,6.0144422309346339,0,0,0.070884031834998584
single_biome_sensitivity,Amazon,nat_tmp_intensity_initial_native,relative_intensity,1990,1995,0,13920,13919,1,983,5.8265150348926031,0.00041860155434245296,0,0,
single_biome_sensitivity,Amazon,nat_tmp_pas_any_ha,trajectory_area,1990,1995,0,13920,13920,0,532,5700.2729223061715,0.40950236510820198,0,0,0.055143944482262543
single_biome_sensitivity,Amazon,nat_tmp_pas_any_share_endpoint,trajectory_share,1990,1995,0,13920,983,12937,532,141.040150975632,0.14347929905964599,0.0081010843029913505,0.52667450715087993,
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_ha,trajectory_area,1990,1995,0,13920,13920,0,489,5042.6431817191778,0.3622588492614352,0,0,0.051327664583245398
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,1990,1995,0,13920,983,12937,489,120.26806446686182,0.12234798012905576,0,0.44270477645212164,
single_biome_sensitivity,Amazon,net_cr_balance_ha,signed_area,1990,1995,0,13920,13920,0,8385,-7546292.8360178499,-542.11873821967311,-6.3319174222209877,0,0.49597773258982947
single_biome_sensitivity,Amazon,cr_balance_index,bounded_index,1990,1995,0,13920,8385,5535,8385,-8194.5317730244751,-0.97728464794567382,-1,-0.99977891913576333,
single_biome_sensitivity,Amazon,consolidation_ha,absolute_area,1995,2000,0,13920,13920,0,1356,119543.94462036696,8.5879270560608454,0,0,0.066062797774169638
single_biome_sensitivity,Amazon,consolidation_rate_initial_pasture,relative_intensity,1995,2000,0,13920,8582,5338,1356,54.97791606747861,0.0064061892411417633,0,0.0015560424759508322,
single_biome_sensitivity,Amazon,replenishment_ha,absolute_area,1995,2000,0,13920,13920,0,8992,8636603.1353700217,620.44562754094989,20.268997189373358,2232.7588390889409,0.55198217746691414
single_biome_sensitivity,Amazon,replenishment_rate_initial_native,relative_intensity,1995,2000,0,13920,13920,0,8992,694.0459996610964,0.049859626412435083,0.0011596221670677697,0.18021954906011864,
single_biome_sensitivity,Amazon,nat_tmp_endpoint_ha,absolute_area,1995,2000,0,13920,13920,0,1416,222973.9549088284,16.018243887128477,0,0.087955231219530028,0.18206226930453609
single_biome_sensitivity,Amazon,nat_tmp_intensity_initial_native,relative_intensity,1995,2000,0,13920,13920,0,1416,15.118913769972595,0.0010861288627853876,0,5.7518810814834816e-06,
single_biome_sensitivity,Amazon,nat_tmp_pas_any_ha,trajectory_area,1995,2000,0,13920,13920,0,867,13672.314751904472,0.98220651953336724,0,0,0.17289405021181803
single_biome_sensitivity,Amazon,nat_tmp_pas_any_share_endpoint,trajectory_share,1995,2000,0,13920,1416,12504,867,330.93487495059122,0.23371106988036103,0.030882958573132994,0.98316542199645318,
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_ha,trajectory_area,1995,2000,0,13920,13920,0,820,12931.800841774571,0.92900868116196633,0,0,0.17172145185793591
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,1995,2000,0,13920,1416,12504,820,305.10828377160823,0.21547195181610751,0.016877300346601665,0.90245275745253317,
single_biome_sensitivity,Amazon,net_cr_balance_ha,signed_area,1995,2000,0,13920,13920,0,8994,-8517059.1907496545,-611.85770048488894,-18.101407139529201,0,0.61552897617408653
single_biome_sensitivity,Amazon,cr_balance_index,bounded_index,1995,2000,0,13920,8994,4926,8994,-8718.9339044399676,-0.96941671163441934,-1,-0.99286083189925034,
single_biome_sensitivity,Amazon,consolidation_ha,absolute_area,2000,2005,0,13920,13920,0,2131,611839.08432684385,43.953957207388207,0,7.5566989473998563,0.17459762770524015
single_biome_sensitivity,Amazon,consolidation_rate_initial_pasture,relative_intensity,2000,2005,0,13920,9158,4762,2131,204.82367819319367,0.022365546865384764,0,0.011111236600134499,
single_biome_sensitivity,Amazon,replenishment_ha,absolute_area,2000,2005,0,13920,13920,0,9806,10287839.016888361,739.06889489140531,69.146442416909281,2407.2684965489398,0.60781970298045163
single_biome_sensitivity,Amazon,replenishment_rate_initial_native,relative_intensity,2000,2005,0,13920,13920,0,9806,844.56231115452306,0.060672579824319187,0.0040999868910694577,0.21143761937570119,
single_biome_sensitivity,Amazon,nat_tmp_endpoint_ha,absolute_area,2000,2005,0,13920,13920,0,2123,752643.57162741653,54.069222099670725,0,4.8020887635648375,0.32797974464990665
single_biome_sensitivity,Amazon,nat_tmp_intensity_initial_native,relative_intensity,2000,2005,0,13920,13920,0,2123,52.048888453470468,0.0037391442854504647,0,0.00038735891868087717,
single_biome_sensitivity,Amazon,nat_tmp_pas_any_ha,trajectory_area,2000,2005,0,13920,13920,0,1379,46598.728406110436,3.3476097992895428,0,0,0.29485466786242231
single_biome_sensitivity,Amazon,nat_tmp_pas_any_share_endpoint,trajectory_share,2000,2005,0,13920,2123,11797,1379,497.97088082060947,0.23456000038653296,0.028036141474195114,1,
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_ha,trajectory_area,2000,2005,0,13920,13920,0,1306,44187.500121306701,3.1743893765306539,0,0,0.2942237773572956
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2000,2005,0,13920,2123,11797,1306,460.22007153195761,0.21677817782946662,0.018208146199441326,0.8998341127946009,
single_biome_sensitivity,Amazon,net_cr_balance_ha,signed_area,2000,2005,0,13920,13920,0,9809,-9675999.9325615186,-695.11493768401715,-46.816843003034592,0,0.7209314070656635
single_biome_sensitivity,Amazon,cr_balance_index,bounded_index,2000,2005,0,13920,9809,4111,9809,-9064.0854342979328,-0.92405805222733539,-1,-0.93150042244317988,
single_biome_sensitivity,Amazon,consolidation_ha,absolute_area,2005,2010,0,13920,13920,0,2811,740796.72021146689,53.218155187605383,0,26.663681205633836,0.26214615669284846
single_biome_sensitivity,Amazon,consolidation_rate_initial_pasture,relative_intensity,2005,2010,0,13920,9968,3952,2811,220.77885465820992,0.022148761502629406,0,0.02011323992849285,
single_biome_sensitivity,Amazon,replenishment_ha,absolute_area,2005,2010,0,13920,13920,0,10011,5717662.072736932,410.75158568512444,52.705348087438182,1339.953781282484,0.56846611584392981
single_biome_sensitivity,Amazon,replenishment_rate_initial_native,relative_intensity,2005,2010,0,13920,13920,0,10011,531.75638077852363,0.038200889423744513,0.0034370674349151341,0.12666841511992905,
single_biome_sensitivity,Amazon,nat_tmp_endpoint_ha,absolute_area,2005,2010,0,13920,13920,0,2121,137806.63324120024,9.8999018133046146,0,2.722691850521985,0.14579239443283398
single_biome_sensitivity,Amazon,nat_tmp_intensity_initial_native,relative_intensity,2005,2010,0,13920,13920,0,2121,12.523953769403024,0.00089970932251458508,0,0.00023818348668751922,
single_biome_sensitivity,Amazon,nat_tmp_pas_any_ha,trajectory_area,2005,2010,0,13920,13920,0,1304,19606.333975848236,1.408501004012086,0,0,0.24394567448621524
single_biome_sensitivity,Amazon,nat_tmp_pas_any_share_endpoint,trajectory_share,2005,2010,0,13920,2121,11799,1304,479.88867947018286,0.22625586019339125,0.031123870197122636,0.92856367216040125,
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_ha,trajectory_area,2005,2010,0,13920,13920,0,1236,18742.815551944019,1.346466634478737,0,0,0.2447540310678625
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2005,2010,0,13920,2121,11799,1236,440.78283146259969,0.20781840238689284,0.01994570922689156,0.867766280066397,
single_biome_sensitivity,Amazon,net_cr_balance_ha,signed_area,2005,2010,0,13920,13920,0,10019,-4976865.3525254652,-357.53343049751908,-29.279211314606904,0,0.68815747273986594
single_biome_sensitivity,Amazon,cr_balance_index,bounded_index,2005,2010,0,13920,10019,3901,10019,-8417.4366047181429,-0.84014738044896131,-1,-0.4543579197413824,
single_biome_sensitivity,Amazon,consolidation_ha,absolute_area,2010,2015,0,13920,13920,0,3696,1776810.6984767329,127.64444672965035,0,160.20481011347744,0.35718165223520632
single_biome_sensitivity,Amazon,consolidation_rate_initial_pasture,relative_intensity,2010,2015,0,13920,10226,3694,3696,424.09067675915998,0.041471804885503616,0,0.096825411453037802,
single_biome_sensitivity,Amazon,replenishment_ha,absolute_area,2010,2015,0,13920,13920,0,10144,4151656.6154701286,298.25119364009544,39.623510885983706,927.38985205044946,0.47733531868506218
single_biome_sensitivity,Amazon,replenishment_rate_initial_native,relative_intensity,2010,2015,0,13920,13919,1,10144,410.32070904165698,0.029479180188350957,0.0026400563671946501,0.09377884658378019,
single_biome_sensitivity,Amazon,nat_tmp_endpoint_ha,absolute_area,2010,2015,0,13920,13920,0,2866,226626.87084721768,16.2806660091392,0,9.5862974561750995,0.16634265537286588
single_biome_sensitivity,Amazon,nat_tmp_intensity_initial_native,relative_intensity,2010,2015,0,13920,13919,1,2866,21.395367753807822,0.0015371339718232503,0,0.00092682082728497573,
single_biome_sensitivity,Amazon,nat_tmp_pas_any_ha,trajectory_area,2010,2015,0,13920,13920,0,1834,20409.028975541481,1.4661658746797042,0,0.43590108156204227,0.15221414738806463
single_biome_sensitivity,Amazon,nat_tmp_pas_any_share_endpoint,trajectory_share,2010,2015,0,13920,2866,11054,1834,560.70253486911724,0.19563940504854055,0.027036905342346082,0.77584111743386286,
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_ha,trajectory_area,2010,2015,0,13920,13920,0,1713,18708.040070805335,1.3439683958911879,0,0.26798927783966059,0.14716892573702867
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2010,2015,0,13920,2866,11054,1713,489.37021313209976,0.1707502488248778,0.014402269411640998,0.66668625561147021,
single_biome_sensitivity,Amazon,net_cr_balance_ha,signed_area,2010,2015,0,13920,13920,0,10167,-2374845.9169933954,-170.60674691044508,-12.312276622989014,0,0.63787835606831833
single_biome_sensitivity,Amazon,cr_balance_index,bounded_index,2010,2015,0,13920,10167,3753,10167,-7370.6134559557477,-0.72495460371355835,-1,0.49882797095329501,
single_biome_sensitivity,Amazon,consolidation_ha,absolute_area,2015,2020,0,13920,13920,0,4093,1437437.548529896,103.2641917047339,0,220.13011104675519,0.36702327478723379
single_biome_sensitivity,Amazon,consolidation_rate_initial_pasture,relative_intensity,2015,2020,0,13920,10445,3475,4093,360.66464203257954,0.034529884349696463,0,0.098187507271726787,
single_biome_sensitivity,Amazon,replenishment_ha,absolute_area,2015,2020,0,13920,13920,0,10434,5037451.4287294466,361.88587850067864,54.58422245935482,1077.8311923647452,0.55867984485777922
single_biome_sensitivity,Amazon,replenishment_rate_initial_native,relative_intensity,2015,2020,0,13920,13919,1,10434,489.39284315737359,0.035160057702232461,0.0038317200415584618,0.11157386878095496,
single_biome_sensitivity,Amazon,nat_tmp_endpoint_ha,absolute_area,2015,2020,0,13920,13920,0,3155,233224.41322891728,16.754627387134864,0,11.232742629647257,0.3149166343550327
single_biome_sensitivity,Amazon,nat_tmp_intensity_initial_native,relative_intensity,2015,2020,0,13920,13919,1,3155,22.038574930672318,0.0015833447036908053,0,0.0011333045314757179,
single_biome_sensitivity,Amazon,nat_tmp_pas_any_ha,trajectory_area,2015,2020,0,13920,13920,0,1963,16639.804255483021,1.1953882367444699,0,0.46427739974038368,0.20385747177949834
single_biome_sensitivity,Amazon,nat_tmp_pas_any_share_endpoint,trajectory_share,2015,2020,0,13920,3155,10765,1963,512.9879764735324,0.1625952381849548,0.019011552340894321,0.61255342417836733,
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_ha,trajectory_area,2015,2020,0,13920,13920,0,1794,15247.193508575916,1.0953443612482698,0,0.34654908478260088,0.20023747248982618
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2015,2020,0,13920,3155,10765,1794,425.33623367081736,0.13481338626650313,0.0073336718234926048,0.49386561951157043,
single_biome_sensitivity,Amazon,net_cr_balance_ha,signed_area,2015,2020,0,13920,13920,0,10475,-3600013.8801995497,-258.62168679594464,-16.252323329872361,7.165870122202521,0.70585324837472574
single_biome_sensitivity,Amazon,cr_balance_index,bounded_index,2015,2020,0,13920,10475,3445,10475,-7477.2992122476608,-0.71382331381839248,-1,0.4290776365955466,
single_biome_sensitivity,Amazon,consolidation_ha,absolute_area,2020,2025,1,13920,13920,0,3941,926982.17025927105,66.593546714028093,0,115.55268273502593,0.44431303497702523
single_biome_sensitivity,Amazon,consolidation_rate_initial_pasture,relative_intensity,2020,2025,1,13920,10739,3181,3941,299.15676195160876,0.027857040874532894,0,0.072027105349435447,
single_biome_sensitivity,Amazon,replenishment_ha,absolute_area,2020,2025,1,13920,13920,0,11195,4962788.2008817941,356.52214086794498,78.166864442401661,1042.2437390980474,0.49437300454544053
single_biome_sensitivity,Amazon,replenishment_rate_initial_native,relative_intensity,2020,2025,1,13920,13919,1,11195,491.599985698843,0.035318628184412885,0.0058304468646914707,0.11372162768105094,
single_biome_sensitivity,Amazon,nat_tmp_endpoint_ha,absolute_area,2020,2025,1,13920,13920,0,3203,183533.46406198264,13.184875291809098,0,12.304275672882801,0.26916439474516224
single_biome_sensitivity,Amazon,nat_tmp_intensity_initial_native,relative_intensity,2020,2025,1,13920,13919,1,3203,17.890083978521687,0.0012852995171004876,0,0.0011725210631214047,
single_biome_sensitivity,Amazon,nat_tmp_pas_any_ha,trajectory_area,2020,2025,1,13920,13920,0,1737,13260.604555626711,0.95262963761686137,0,0.1772923715412619,0.26256985718666398
single_biome_sensitivity,Amazon,nat_tmp_pas_any_share_endpoint,trajectory_share,2020,2025,1,13920,3203,10717,1737,343.46560664193544,0.10723247163344847,0.00332639458037795,0.37000024161664136,
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_ha,trajectory_area,2020,2025,1,13920,13920,0,1587,12340.330147797569,0.88651797038775637,0,0.089236302673816659,0.26105959751886187
single_biome_sensitivity,Amazon,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,2020,2025,1,13920,3203,10717,1587,298.55792814745445,0.093211966327647347,0,0.31514140299935622,
single_biome_sensitivity,Amazon,net_cr_balance_ha,signed_area,2020,2025,1,13920,13920,0,11225,-4035806.0306225233,-289.92859415391689,-40.877232826077474,0,0.50750662118464596
single_biome_sensitivity,Amazon,cr_balance_index,bounded_index,2020,2025,1,13920,11225,2695,11225,-8786.326419403189,-0.7827462289000614,-1,0.054733018879157581,
single_biome_sensitivity,Cerrado,consolidation_ha,absolute_area,1985,1990,0,10387,10387,0,4261,1413743.3026618394,136.10698976237984,0,370.42946305855224,0.97499270536298588
single_biome_sensitivity,Cerrado,consolidation_rate_initial_pasture,relative_intensity,1985,1990,0,10387,9347,1040,4261,369.25634789063406,0.03950533303633616,0,0.11176997404285689,
single_biome_sensitivity,Cerrado,replenishment_ha,absolute_area,1985,1990,0,10387,10387,0,9579,11183355.233570766,1076.668454180299,689.71151234960428,2707.4086063597993,0.68077070925844607
single_biome_sensitivity,Cerrado,replenishment_rate_initial_native,relative_intensity,1985,1990,0,10387,10384,3,9579,1038.6130213514737,0.10002051438284608,0.058928938669048331,0.26197190005545379,
single_biome_sensitivity,Cerrado,nat_tmp_endpoint_ha,absolute_area,1985,1990,0,10387,10387,0,4504,1248759.0125729342,120.22326105448485,0,238.50219532175382,0.89071077623476669
single_biome_sensitivity,Cerrado,nat_tmp_intensity_initial_native,relative_intensity,1985,1990,0,10387,10384,3,4504,112.61967269247734,0.010845500066686954,0,0.02789328523529308,
single_biome_sensitivity,Cerrado,nat_tmp_pas_any_ha,trajectory_area,1985,1990,0,10387,10387,0,3759,139749.16323689953,13.454237338682924,0,31.68383329257653,0.96258475464957183
single_biome_sensitivity,Cerrado,nat_tmp_pas_any_share_endpoint,trajectory_share,1985,1990,0,10387,4504,5883,3759,1453.2939851305032,0.32266740344815792,0.17265488221332298,0.98149839419442308,
single_biome_sensitivity,Cerrado,nat_tmp_pas_consecutive2_ha,trajectory_area,1985,1990,0,10387,10387,0,3704,134679.83483414355,12.966191858490763,0,30.280481904745077,0.96419268632055666
single_biome_sensitivity,Cerrado,nat_tmp_pas_consecutive2_share_endpoint,trajectory_share,1985,1990,0,10387,4504,5883,3704,1389.5202500862401,0.30850804842056839,0.15437631569809157,0.96030240843929804,
single_biome_sensitivity,Cerrado,net_cr_balance_ha,signed_area,1985,1990,0,10387,10387,0,9589,-9769611.9309089258,-940.56146441791907,-567.43748475123266,0,0.65228642199172482
single_biome_sensitivity,Cerrado,cr_balance_index,bounded_index,1985,1990,0,10387,9589,798,9589,-7838.6651811853089,-0.8174643008849003,-1,-0.31038224891933291,
single_biome_sensitivity,Cerrado,consolidation_ha,absolute_area,1990,1995,0,10387,10387,0,5319,1550207.8479636875,149.24500317355228,0.61451409757137299,487.67359510210702,0.94597743330593831
single_biome_sensitivity,Cerrado,consolidation_rate_initial_pasture,relative_intensity,1990,1995,0,10387,9644,743,5319,433.30372119954541,0.044929875694685338,0.00036469264197635859,0.13153454797792793,
single_biome_sensitivity,Cerrado,replenishment_ha,absolute_area,1990,1995,0,10387,10387,0,9762,8658349.0382867157,833.57553078720673,539.65474423745684,2103.7063148590455,0.51373519746866725
single_biome_sensitivity,Cerrado,replenishment_rate_initial_native,relative_intensity,1990,1995,0,10387,10383,4,9762,835.4977183111539,0.080467853058957331,0.055847972411781147,0.19352568969479081,
single_biome_sensitivity,Cerrado,nat_tmp_endpoint_ha,absolute_area,1990,1995,0,10387,10387,0,4934,974403.25246741623,93.809882783038049,0,161.14993750171323,0.82499733147082377
single_biome_sensitivity,Cerrado,nat_tmp_intensity_initial_native,relative_intensity,1990,1995,0,10387,10383,4,4934,93.471583098915602,0.0090023676296750073,0,0.019872352761671788,
