boundary_scope,primary_biome,metric,t0,t1,diagnostic_interval,supported_cells,excluded_biome_cells,components,islands,undirected_edges,s0,mean_neighbor_count,moran_i,expected_i,seed,permutations,status,p_two_sided,permutation_mean,permutation_sd,permutation_q025,permutation_q975,family,q_by,significant_by_005,combined_domain_moran_i,biome_minus_combined_moran_i
primary_assignment,Amazon,nat_tmp_endpoint_ha,1990,1995,0,14213,0,264,163,35971,14050,5.0617040737353127,0.55553551958964931,-7.0363073459048689e-05,354518507,9999,tested,0.0001,-7.2671282517464551e-05,0.0053590011156720756,-0.0054592394740892803,0.014098002196058076,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.59185012235722001,-0.036314602767570703
primary_assignment,Amazon,nat_tmp_endpoint_ha,1995,2000,0,14213,0,264,163,35971,14050,5.0617040737353127,0.63775988890867696,-7.0363073459048689e-05,660931680,9999,tested,0.0001,-7.3531230874372881e-05,0.0054650903812025042,-0.0064945138967974379,0.013947738409929461,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.54557898947017591,0.092180899438501052
primary_assignment,Amazon,nat_tmp_endpoint_ha,2000,2005,0,14213,0,264,163,35971,14050,5.0617040737353127,0.67774533021242533,-7.0363073459048689e-05,1334607075,9999,tested,0.0001,-7.0967354674000727e-05,0.0055840762275015648,-0.0092100973709914012,0.012401235100026664,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.57681959445171516,0.10092573576071018
primary_assignment,Amazon,nat_tmp_endpoint_ha,2005,2010,0,14213,0,264,163,35971,14050,5.0617040737353127,0.37626602744079002,-7.0363073459048689e-05,4119859551,9999,tested,0.0001,-6.9825142665622117e-05,0.0054580661123275918,-0.0075795830164150542,0.012828743712893878,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.40511308122493872,-0.028847053784148702
primary_assignment,Amazon,nat_tmp_endpoint_ha,2010,2015,0,14213,0,264,163,35971,14050,5.0617040737353127,0.36471522585412808,-7.0363073459048689e-05,1309376661,9999,tested,0.0001,-0.00010385233523272683,0.0055110695705570612,-0.0085435239630175259,0.012694656503640182,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.47071233366077031,-0.10599710780664223
primary_assignment,Amazon,nat_tmp_endpoint_ha,2015,2020,0,14213,0,264,163,35971,14050,5.0617040737353127,0.40927814902486503,-7.0363073459048689e-05,2609933452,9999,tested,0.0001,-9.0861331700593922e-05,0.0054852783609359726,-0.0087171895214995035,0.012678178521414354,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.36101031004560141,0.048267838979263622
primary_assignment,Amazon,nat_tmp_endpoint_ha,2020,2025,1,14213,0,264,163,35971,14050,5.0617040737353127,0.50441882727104959,-7.0363073459048689e-05,3565989713,9999,tested,0.0001,-3.3025060076457917e-05,0.0056037555122395791,-0.0085508292710204693,0.012988343468549308,primary_assignment__Amazon__diagnostic,0.00022833333333333334,True,0.42168586368133198,0.082732963589717601
primary_assignment,Amazon,net_cr_balance_ha,1985,1990,0,14213,0,264,163,35971,14050,5.0617040737353127,0.75503367283261458,-7.0363073459048689e-05,2507955833,9999,tested,0.0001,-8.2734563365465929e-05,0.0055861108440901919,-0.010686943205877746,0.01084525876196165,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.76026158674484057,-0.0052279139122259899
primary_assignment,Amazon,net_cr_balance_ha,1990,1995,0,14213,0,264,163,35971,14050,5.0617040737353127,0.76240552953699303,-7.0363073459048689e-05,3472549156,9999,tested,0.0001,-8.7350855430925797e-05,0.0055886852679914809,-0.010849258080745949,0.011111371263954643,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.73110887755743281,0.031296651979560219
primary_assignment,Amazon,net_cr_balance_ha,1995,2000,0,14213,0,264,163,35971,14050,5.0617040737353127,0.72517563647814653,-7.0363073459048689e-05,83160168,9999,tested,0.0001,-7.3213590383592158e-05,0.0056080438796786555,-0.01094753776437679,0.011067732154814134,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.69855598507059335,0.02661965140755318
primary_assignment,Amazon,net_cr_balance_ha,2000,2005,0,14213,0,264,163,35971,14050,5.0617040737353127,0.68636571867711071,-7.0363073459048689e-05,978486555,9999,tested,0.0001,-7.216000904148856e-05,0.0055948092631447318,-0.010930814706364908,0.011166887427196426,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.68779287794243538,-0.0014271592653246623
primary_assignment,Amazon,net_cr_balance_ha,2005,2010,0,14213,0,264,163,35971,14050,5.0617040737353127,0.68794546704947557,-7.0363073459048689e-05,255726857,9999,tested,0.0001,-9.0027942618390851e-05,0.005544023349585348,-0.010852653096962218,0.011030161431713705,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.68230887868570567,0.005636588363769901
primary_assignment,Amazon,net_cr_balance_ha,2010,2015,0,14213,0,264,163,35971,14050,5.0617040737353127,0.64590661690333151,-7.0363073459048689e-05,3733372101,9999,tested,0.0001,-0.00014135454527187011,0.005574413925210981,-0.010904418689995386,0.010817909330938225,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.64827359221623304,-0.0023669753129015314
primary_assignment,Amazon,net_cr_balance_ha,2015,2020,0,14213,0,264,163,35971,14050,5.0617040737353127,0.5930392396270926,-7.0363073459048689e-05,417838586,9999,tested,0.0001,1.4941787805455135e-05,0.0055834816890475147,-0.011001633719840096,0.011001791346657821,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.59737541863297616,-0.004336179005883567
primary_assignment,Amazon,net_cr_balance_ha,2020,2025,1,14213,0,264,163,35971,14050,5.0617040737353127,0.57400695323907436,-7.0363073459048689e-05,2336487403,9999,tested,0.0001,-8.1921070570112735e-06,0.0056626805354606184,-0.010755847004316182,0.011254966285006917,primary_assignment__Amazon__diagnostic,0.00022833333333333334,True,0.58197882989897032,-0.0079718766598959601
primary_assignment,Amazon,cr_balance_index,1985,1990,0,7774,6439,250,151,18411,7623,4.736557756624646,0.32914436602826019,-0.00012865045670912132,3364358118,9999,tested,0.0001,-0.00024458904037721765,0.007777593275211582,-0.011122447512758869,0.01864082243184215,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.75485654559563475,-0.42571217956737456
primary_assignment,Amazon,cr_balance_index,1990,1995,0,8658,5555,244,154,20865,8504,4.8198198198198199,0.41493478544645235,-0.00011551345731777752,1019310154,9999,tested,0.0001,-7.7478717967631791e-05,0.007413323370744053,-0.012021957904367447,0.016272542835976338,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.78229498796587238,-0.36736020251942003
primary_assignment,Amazon,cr_balance_index,1995,2000,0,9272,4941,254,159,22629,9113,4.8811475409836067,0.54321288999175776,-0.00010786322942508899,2294382555,9999,tested,0.0001,-0.00016258977792719595,0.0071228541202519521,-0.012685975990937725,0.015079109973325278,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.7686953483093848,-0.22548245831762703
primary_assignment,Amazon,cr_balance_index,2000,2005,0,10088,4125,211,128,25246,9959.9999999999982,5.0051546391752577,0.65756972686813109,-9.9137503717656395e-05,1646686607,9999,tested,0.0001,-9.7959367831887631e-05,0.0066425758768342185,-0.012563421814773231,0.013412336582747793,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.78573572846598938,-0.12816600159785829
primary_assignment,Amazon,cr_balance_index,2005,2010,0,10299,3914,192,109,25905,10189.999999999998,5.0305854937372558,0.78059920780744119,-9.7106234220236944e-05,1686800768,9999,tested,0.0001,-0.00019223841079149656,0.006626003200571451,-0.012843744403688736,0.012846357715202872,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.79934104028729058,-0.018741832479849396
primary_assignment,Amazon,cr_balance_index,2010,2015,0,10448,3765,239,135,26217,10312.999999999998,5.0185681470137826,0.80642150127522683,-9.572125969177755e-05,1691412869,9999,tested,0.0001,-0.00013416103713387022,0.0065548531165366556,-0.012863183310951464,0.012972638691974896,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.79068171682624055,0.015739784448986271
primary_assignment,Amazon,cr_balance_index,2015,2020,0,10754,3459,243,150,27112,10604,5.0422168495443556,0.77907766580781412,-9.2997303078210726e-05,3256323007,9999,tested,0.0001,-0.00021910265392588926,0.0065047424947529513,-0.012905513784200547,0.012618446392954728,primary_assignment__Amazon__primary,0.00041467814190168612,True,0.75868498339641555,0.020392682411398577
