boundary_scope,primary_biome,metric,t0,t1,diagnostic_interval,stage,cells,biome_cells,cell_fraction
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,positive_low,3312,10676,0.31022855001873362
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,positive_moderate,3712,10676,0.34769576620457099
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,zero,2634,10676,0.24672161858373923
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,positive_high,618,10676,0.057886849007118768
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,positive_low,3742,10676,0.35050580741850879
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,positive_moderate,4141,10676,0.38787935556388159
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,zero,2175,10676,0.20372798801049083
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,positive_high,217,10676,0.020325964780816785
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,positive_low,5435,10676,0.50908579992506553
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,positive_moderate,2629,10676,0.24625327838141625
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,zero,2395,10676,0.22433495691270139
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1985,1990,0,positive_high,441,10676,0.041307605844885728
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1985,1990,0,positive_low,2143,10676,0.20073061071562384
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1985,1990,0,positive_moderate,1759,10676,0.16476208317721994
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1985,1990,0,undefined,1069,10676,0.10013113525665043
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1985,1990,0,zero,5264,10676,0.49306856500562007
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1990,1995,0,positive_high,539,10676,0.050487073810415888
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1990,1995,0,positive_low,2797,10676,0.26198950917946795
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1990,1995,0,positive_moderate,2088,10676,0.19557886849007119
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1990,1995,0,undefined,767,10676,0.071843387036343201
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1990,1995,0,zero,4485,10676,0.42010116148370175
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1995,2000,0,positive_high,528,10676,0.049456725365305355
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1995,2000,0,positive_low,3429,10676,0.32118771075309105
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1995,2000,0,positive_moderate,2228,10676,0.20869239415511429
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1995,2000,0,undefined,584,10676,0.05470213563132259
primary_assignment,Cerrado,consolidation_rate_initial_pasture,1995,2000,0,zero,3907,10676,0.36596103409516673
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2000,2005,0,positive_high,892,10676,0.083551892094417379
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2000,2005,0,positive_low,3043,10676,0.28503184713375795
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2000,2005,0,positive_moderate,2688,10676,0.25177969276882728
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2000,2005,0,undefined,467,10676,0.043742974896965159
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2000,2005,0,zero,3586,10676,0.33589359310603223
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2005,2010,0,positive_high,583,10676,0.054608467590858002
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2005,2010,0,positive_low,3637,10676,0.3406706631697265
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2005,2010,0,positive_moderate,3238,10676,0.30329711502435369
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2005,2010,0,undefined,357,10676,0.033439490445859872
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2005,2010,0,zero,2861,10676,0.26798426376920192
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2010,2015,0,positive_high,843,10676,0.078962158111652303
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2010,2015,0,positive_low,3243,10676,0.30376545522667664
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2010,2015,0,positive_moderate,3956,10676,0.3705507680779318
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2010,2015,0,undefined,309,10676,0.028943424503559384
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2010,2015,0,zero,2325,10676,0.21777819408017984
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2015,2020,0,positive_high,497,10676,0.046553016110902963
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2015,2020,0,positive_low,3498,10676,0.32765080554514797
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2015,2020,0,positive_moderate,4506,10676,0.42206819033345822
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2015,2020,0,undefined,243,10676,0.022761333832896215
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2015,2020,0,zero,1932,10676,0.18096665417759461
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2020,2025,1,positive_high,399,10676,0.037373548145372797
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2020,2025,1,positive_low,5085,10676,0.47630198576245786
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2020,2025,1,positive_moderate,2797,10676,0.26198950917946795
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2020,2025,1,undefined,197,10676,0.018452603971524914
primary_assignment,Cerrado,consolidation_rate_initial_pasture,2020,2025,1,zero,2198,10676,0.20588235294117646
primary_assignment,Cerrado,replenishment_ha,1985,1990,0,positive_high,2195,10676,0.2056013488197827
primary_assignment,Cerrado,replenishment_ha,1985,1990,0,positive_low,3104,10676,0.29074559760209817
primary_assignment,Cerrado,replenishment_ha,1985,1990,0,positive_moderate,4543,10676,0.42553390783064821
primary_assignment,Cerrado,replenishment_ha,1985,1990,0,zero,834,10676,0.078119145747470961
primary_assignment,Cerrado,replenishment_ha,1990,1995,0,positive_high,1431,10676,0.13403896590483327
primary_assignment,Cerrado,replenishment_ha,1990,1995,0,positive_low,3455,10676,0.32362307980517047
primary_assignment,Cerrado,replenishment_ha,1990,1995,0,positive_moderate,5148,10676,0.48220307231172727
primary_assignment,Cerrado,replenishment_ha,1990,1995,0,zero,642,10676,0.060134881978269016
primary_assignment,Cerrado,replenishment_ha,1995,2000,0,positive_high,700,10676,0.065567628325215441
primary_assignment,Cerrado,replenishment_ha,1995,2000,0,positive_low,4075,10676,0.38169726489321842
primary_assignment,Cerrado,replenishment_ha,1995,2000,0,positive_moderate,5376,10676,0.50355938553765456
primary_assignment,Cerrado,replenishment_ha,1995,2000,0,zero,525,10676,0.049175721243911577
primary_assignment,Cerrado,replenishment_ha,2000,2005,0,positive_high,574,10676,0.05376545522667666
primary_assignment,Cerrado,replenishment_ha,2000,2005,0,positive_low,4389,10676,0.41110902959910078
primary_assignment,Cerrado,replenishment_ha,2000,2005,0,positive_moderate,5313,10676,0.49765829898838515
primary_assignment,Cerrado,replenishment_ha,2000,2005,0,zero,400,10676,0.037467216185837392
primary_assignment,Cerrado,replenishment_ha,2005,2010,0,positive_high,129,10676,0.012083177219932559
primary_assignment,Cerrado,replenishment_ha,2005,2010,0,positive_low,5671,10676,0.53119145747470964
primary_assignment,Cerrado,replenishment_ha,2005,2010,0,positive_moderate,4501,10676,0.42159985013113527
primary_assignment,Cerrado,replenishment_ha,2005,2010,0,zero,375,10676,0.035125515174222556
primary_assignment,Cerrado,replenishment_ha,2010,2015,0,positive_high,263,10676,0.024634694642188086
primary_assignment,Cerrado,replenishment_ha,2010,2015,0,positive_low,5896,10676,0.55226676657924312
primary_assignment,Cerrado,replenishment_ha,2010,2015,0,positive_moderate,4222,10676,0.39546646684151365
primary_assignment,Cerrado,replenishment_ha,2010,2015,0,zero,295,10676,0.027632071937055077
primary_assignment,Cerrado,replenishment_ha,2015,2020,0,positive_high,144,10676,0.013488197826901461
primary_assignment,Cerrado,replenishment_ha,2015,2020,0,positive_low,6157,10676,0.57671412514050202
primary_assignment,Cerrado,replenishment_ha,2015,2020,0,positive_moderate,4113,10676,0.38525665043087298
primary_assignment,Cerrado,replenishment_ha,2015,2020,0,zero,262,10676,0.024541026601723491
primary_assignment,Cerrado,replenishment_ha,2020,2025,1,positive_high,310,10676,0.029037092544023979
primary_assignment,Cerrado,replenishment_ha,2020,2025,1,positive_low,5497,10676,0.51489321843387037
primary_assignment,Cerrado,replenishment_ha,2020,2025,1,positive_moderate,4688,10676,0.43911577369801424
primary_assignment,Cerrado,replenishment_ha,2020,2025,1,zero,181,10676,0.01695391532409142
primary_assignment,Cerrado,replenishment_rate_initial_native,1985,1990,0,positive_high,2572,10676,0.24091420007493444
primary_assignment,Cerrado,replenishment_rate_initial_native,1985,1990,0,positive_low,3449,10676,0.3230610715623829
primary_assignment,Cerrado,replenishment_rate_initial_native,1985,1990,0,positive_moderate,3821,10676,0.35790558261521171
primary_assignment,Cerrado,replenishment_rate_initial_native,1985,1990,0,undefined,3,10676,0.00028100412139378045
primary_assignment,Cerrado,replenishment_rate_initial_native,1985,1990,0,zero,831,10676,0.077838141626077176
primary_assignment,Cerrado,replenishment_rate_initial_native,1990,1995,0,positive_high,1554,10676,0.14556013488197828
primary_assignment,Cerrado,replenishment_rate_initial_native,1990,1995,0,positive_low,3399,10676,0.31837766953915325
primary_assignment,Cerrado,replenishment_rate_initial_native,1990,1995,0,positive_moderate,5081,10676,0.47592731360059948
primary_assignment,Cerrado,replenishment_rate_initial_native,1990,1995,0,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,replenishment_rate_initial_native,1990,1995,0,zero,638,10676,0.059760209816410642
primary_assignment,Cerrado,replenishment_rate_initial_native,1995,2000,0,positive_high,830,10676,0.077744473585612595
primary_assignment,Cerrado,replenishment_rate_initial_native,1995,2000,0,positive_low,3744,10676,0.35069314349943798
primary_assignment,Cerrado,replenishment_rate_initial_native,1995,2000,0,positive_moderate,5577,10676,0.52238666167103787
primary_assignment,Cerrado,replenishment_rate_initial_native,1995,2000,0,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,replenishment_rate_initial_native,1995,2000,0,zero,521,10676,0.048801049082053204
primary_assignment,Cerrado,replenishment_rate_initial_native,2000,2005,0,positive_high,708,10676,0.066316972648932188
primary_assignment,Cerrado,replenishment_rate_initial_native,2000,2005,0,positive_low,4029,10676,0.37738853503184716
primary_assignment,Cerrado,replenishment_rate_initial_native,2000,2005,0,positive_moderate,5539,10676,0.51882727613338331
primary_assignment,Cerrado,replenishment_rate_initial_native,2000,2005,0,undefined,3,10676,0.00028100412139378045
primary_assignment,Cerrado,replenishment_rate_initial_native,2000,2005,0,zero,397,10676,0.037186212064443613
primary_assignment,Cerrado,replenishment_rate_initial_native,2005,2010,0,positive_high,180,10676,0.016860247283626825
primary_assignment,Cerrado,replenishment_rate_initial_native,2005,2010,0,positive_low,5098,10676,0.47751967028849757
primary_assignment,Cerrado,replenishment_rate_initial_native,2005,2010,0,positive_moderate,5023,10676,0.47049456725365307
primary_assignment,Cerrado,replenishment_rate_initial_native,2005,2010,0,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,replenishment_rate_initial_native,2005,2010,0,zero,371,10676,0.034750843012364183
primary_assignment,Cerrado,replenishment_rate_initial_native,2010,2015,0,positive_high,237,10676,0.022199325590108655
primary_assignment,Cerrado,replenishment_rate_initial_native,2010,2015,0,positive_low,5520,10676,0.51704758336455603
primary_assignment,Cerrado,replenishment_rate_initial_native,2010,2015,0,positive_moderate,4624,10676,0.43312101910828027
primary_assignment,Cerrado,replenishment_rate_initial_native,2010,2015,0,undefined,5,10676,0.00046834020232296739
primary_assignment,Cerrado,replenishment_rate_initial_native,2010,2015,0,zero,290,10676,0.027163731734732108
primary_assignment,Cerrado,replenishment_rate_initial_native,2015,2020,0,positive_high,129,10676,0.012083177219932559
primary_assignment,Cerrado,replenishment_rate_initial_native,2015,2020,0,positive_low,5546,10676,0.51948295241663545
primary_assignment,Cerrado,replenishment_rate_initial_native,2015,2020,0,positive_moderate,4739,10676,0.44389284376170851
primary_assignment,Cerrado,replenishment_rate_initial_native,2015,2020,0,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,replenishment_rate_initial_native,2015,2020,0,zero,258,10676,0.024166354439865118
primary_assignment,Cerrado,replenishment_rate_initial_native,2020,2025,1,positive_high,261,10676,0.024447358561258899
primary_assignment,Cerrado,replenishment_rate_initial_native,2020,2025,1,positive_low,4781,10676,0.44782690146122145
primary_assignment,Cerrado,replenishment_rate_initial_native,2020,2025,1,positive_moderate,5453,10676,0.5107718246534283
primary_assignment,Cerrado,replenishment_rate_initial_native,2020,2025,1,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,replenishment_rate_initial_native,2020,2025,1,zero,177,10676,0.016579243162233047
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,positive_high,829,10676,0.077650805545147999
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,positive_low,1539,10676,0.14415511427500938
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,positive_moderate,2251,10676,0.21084675908579992
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,zero,6057,10676,0.56734732109404273
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,positive_high,694,10676,0.06500562008242787
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,positive_low,2028,10676,0.18995878606219557
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,positive_moderate,2337,10676,0.21890221056575496
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,zero,5617,10676,0.52613338328962156
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,positive_high,599,10676,0.056107156238291496
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,positive_low,2890,10676,0.27070063694267515
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,positive_moderate,1951,10676,0.18274634694642189
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,zero,5236,10676,0.49044585987261147
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,positive_high,899,10676,0.084207568377669545
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,positive_low,2616,10676,0.24503559385537654
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,positive_moderate,2458,10676,0.23023604346197077
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,zero,4703,10676,0.44052079430498314
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,positive_high,459,10676,0.042993630573248405
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,positive_low,3516,10676,0.32933683027351068
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,positive_moderate,2521,10676,0.23613713001124018
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,zero,4180,10676,0.39153240914200077
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,positive_high,661,10676,0.061914574747096288
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,positive_low,3615,10676,0.33860996627950546
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,positive_moderate,2912,10676,0.27276133383289619
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,zero,3488,10676,0.32671412514050208
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2015,2020,0,positive_high,317,10676,0.029692768827276134
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2015,2020,0,positive_low,4052,10676,0.37954289996253276
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2015,2020,0,positive_moderate,2955,10676,0.27678905957287375
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2015,2020,0,zero,3352,10676,0.31397527163731737
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2020,2025,1,positive_high,285,10676,0.026695391532409143
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2020,2025,1,positive_low,4755,10676,0.44539153240914198
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2020,2025,1,positive_moderate,2175,10676,0.20372798801049083
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2020,2025,1,zero,3461,10676,0.32418508804795804
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1985,1990,0,positive_high,951,10676,0.089078306481828406
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1985,1990,0,positive_low,1635,10676,0.15314724615961034
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1985,1990,0,positive_moderate,2033,10676,0.19042712626451855
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1985,1990,0,undefined,3,10676,0.00028100412139378045
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1985,1990,0,zero,6054,10676,0.56706631697264898
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1990,1995,0,positive_high,743,10676,0.06959535406519296
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1990,1995,0,positive_low,2049,10676,0.19192581491195204
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1990,1995,0,positive_moderate,2267,10676,0.21234544773323341
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1990,1995,0,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1990,1995,0,zero,5613,10676,0.52575871112776318
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1995,2000,0,positive_high,630,10676,0.059010865492693895
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1995,2000,0,positive_low,2800,10676,0.26227051330086176
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1995,2000,0,positive_moderate,2010,10676,0.18827276133383289
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1995,2000,0,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,1995,2000,0,zero,5232,10676,0.49007118771075309
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2000,2005,0,positive_high,930,10676,0.087111277632071937
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2000,2005,0,positive_low,2551,10676,0.23894717122517797
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2000,2005,0,positive_moderate,2492,10676,0.23342075683776695
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2000,2005,0,undefined,3,10676,0.00028100412139378045
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2000,2005,0,zero,4700,10676,0.44023979018358939
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2005,2010,0,positive_high,414,10676,0.038778568752341702
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2005,2010,0,positive_low,3291,10676,0.30826152116897715
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2005,2010,0,positive_moderate,2791,10676,0.26142750093668038
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2005,2010,0,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2005,2010,0,zero,4176,10676,0.39115773698014239
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2010,2015,0,positive_high,606,10676,0.056762832521543648
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2010,2015,0,positive_low,3364,10676,0.31509928812289245
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2010,2015,0,positive_moderate,3218,10676,0.30142375421506185
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2010,2015,0,undefined,5,10676,0.00046834020232296739
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2010,2015,0,zero,3483,10676,0.32624578493817907
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2015,2020,0,positive_high,282,10676,0.026414387411015362
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2015,2020,0,positive_low,3710,10676,0.3475084301236418
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2015,2020,0,positive_moderate,3332,10676,0.31210191082802546
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2015,2020,0,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2015,2020,0,zero,3348,10676,0.31360059947545899
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2020,2025,1,positive_high,270,10676,0.025290370925440241
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2020,2025,1,positive_low,4292,10676,0.4020232296740352
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2020,2025,1,positive_moderate,2653,10676,0.24850131135256651
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2020,2025,1,undefined,4,10676,0.00037467216185837392
primary_assignment,Cerrado,nat_tmp_intensity_initial_native,2020,2025,1,zero,3457,10676,0.32381041588609966
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1985,1990,0,positive_high,788,10676,0.073810415886099656
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1985,1990,0,positive_low,1092,10676,0.10228550018733608
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1985,1990,0,positive_moderate,1962,10676,0.18377669539153241
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1985,1990,0,zero,6834,10676,0.64012738853503182
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1990,1995,0,positive_high,482,10676,0.045147995503934057
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1990,1995,0,positive_low,1687,10676,0.1580179842637692
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1990,1995,0,positive_moderate,1988,10676,0.18621206444361185
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1990,1995,0,zero,6519,10676,0.61062195578868494
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1995,2000,0,positive_high,330,10676,0.03091045335331585
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1995,2000,0,positive_low,2053,10676,0.19230048707381042
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1995,2000,0,positive_moderate,1691,10676,0.15839265642562758
primary_assignment,Cerrado,nat_tmp_pas_any_ha,1995,2000,0,zero,6602,10676,0.6183964031472462
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2000,2005,0,positive_high,573,10676,0.053671787186212065
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2000,2005,0,positive_low,2088,10676,0.19557886849007119
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2000,2005,0,positive_moderate,1775,10676,0.16626077182465343
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2000,2005,0,zero,6240,10676,0.58448857249906327
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2005,2010,0,positive_high,304,10676,0.028475084301236419
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2005,2010,0,positive_low,2729,10676,0.25562008242787559
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2005,2010,0,positive_moderate,1770,10676,0.16579243162233046
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2005,2010,0,zero,5873,10676,0.55011240164855746
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2010,2015,0,positive_high,573,10676,0.053671787186212065
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2010,2015,0,positive_low,2884,10676,0.27013862869988758
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2010,2015,0,positive_moderate,2145,10676,0.200917946796553
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2010,2015,0,zero,5074,10676,0.47527163731734734
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2015,2020,0,positive_high,338,10676,0.031659797677032593
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2015,2020,0,positive_low,3160,10676,0.29599100786811539
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2015,2020,0,positive_moderate,1733,10676,0.16232671412514049
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2015,2020,0,zero,5445,10676,0.51002248032971154
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2020,2025,1,positive_high,171,10676,0.016017234919445487
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2020,2025,1,positive_low,2996,10676,0.28062944923192207
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2020,2025,1,positive_moderate,799,10676,0.074840764331210188
primary_assignment,Cerrado,nat_tmp_pas_any_ha,2020,2025,1,zero,6710,10676,0.62851255151742225
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1985,1990,0,low_support,1774,10676,0.16616710378418884
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1985,1990,0,not_applicable,6057,10676,0.56734732109404273
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1985,1990,0,positive_high,458,10676,0.042899962532783817
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1985,1990,0,positive_low,1041,10676,0.097508430123641812
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1985,1990,0,positive_moderate,1069,10676,0.10013113525665043
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1985,1990,0,zero,277,10676,0.025946047208692393
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1990,1995,0,low_support,2372,10676,0.22218059198201573
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1990,1995,0,not_applicable,5617,10676,0.52613338328962156
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1990,1995,0,positive_high,292,10676,0.027351067815661295
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1990,1995,0,positive_low,1175,10676,0.11005994754589735
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1990,1995,0,positive_moderate,975,10676,0.091326339452978647
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1990,1995,0,zero,245,10676,0.022948669913825402
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1995,2000,0,low_support,3276,10676,0.30685650056200825
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1995,2000,0,not_applicable,5236,10676,0.49044585987261147
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1995,2000,0,positive_high,177,10676,0.016579243162233047
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1995,2000,0,positive_low,996,10676,0.093293368302735102
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1995,2000,0,positive_moderate,742,10676,0.069501686024728365
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,1995,2000,0,zero,249,10676,0.023323342075683776
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2000,2005,0,low_support,3035,10676,0.28428250281004119
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2000,2005,0,not_applicable,4703,10676,0.44052079430498314
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2000,2005,0,positive_high,177,10676,0.016579243162233047
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2000,2005,0,positive_low,1271,10676,0.11905207943049831
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2000,2005,0,positive_moderate,1078,10676,0.10097414762083178
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2000,2005,0,zero,412,10676,0.038591232671412512
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2005,2010,0,low_support,4069,10676,0.38113525665043085
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2005,2010,0,not_applicable,4180,10676,0.39153240914200077
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2005,2010,0,positive_high,222,10676,0.020794304983139753
primary_assignment,Cerrado,nat_tmp_pas_any_share_endpoint,2005,2010,0,positive_low,1042,10676,0.097602098164106407
