boundary_scope,primary_biome,metric,analysis_window,from_t0,from_t1,to_t0,to_t1,contains_diagnostic_interval,from_stage,to_stage,cells,source_cells,source_transition_fraction
primary_assignment,Amazon,cr_balance_index,full_observed,2010,2015,2015,2020,0,mixed,inactive,1,481,0.0020790020790020791
primary_assignment,Amazon,cr_balance_index,full_observed,2010,2015,2015,2020,0,mixed,mixed,159,481,0.33056133056133058
primary_assignment,Amazon,cr_balance_index,full_observed,2010,2015,2015,2020,0,mixed,replenishment_dominant,169,481,0.35135135135135137
primary_assignment,Amazon,cr_balance_index,full_observed,2010,2015,2015,2020,0,replenishment_dominant,consolidation_dominant,158,8723,0.018113034506477131
primary_assignment,Amazon,cr_balance_index,full_observed,2010,2015,2015,2020,0,replenishment_dominant,inactive,430,8723,0.049294967327754215
primary_assignment,Amazon,cr_balance_index,full_observed,2010,2015,2015,2020,0,replenishment_dominant,mixed,328,8723,0.037601742519775307
primary_assignment,Amazon,cr_balance_index,full_observed,2010,2015,2015,2020,0,replenishment_dominant,replenishment_dominant,7807,8723,0.89499025564599333
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,consolidation_dominant,consolidation_dominant,690,1241,0.55600322320709106
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,consolidation_dominant,inactive,1,1241,0.00080580177276390005
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,consolidation_dominant,mixed,266,1241,0.21434327155519742
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,consolidation_dominant,replenishment_dominant,284,1241,0.22884770346494762
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,inactive,consolidation_dominant,1,3459,0.00028910089621277829
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,inactive,inactive,2385,3459,0.68950563746747617
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,inactive,mixed,1,3459,0.00028910089621277829
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,inactive,replenishment_dominant,1072,3459,0.30991616074009831
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,mixed,consolidation_dominant,141,692,0.20375722543352601
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,mixed,mixed,166,692,0.23988439306358381
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,mixed,replenishment_dominant,385,692,0.55635838150289019
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,replenishment_dominant,consolidation_dominant,119,8821,0.013490533953066547
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,replenishment_dominant,inactive,321,8821,0.036390431923818162
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,replenishment_dominant,mixed,211,8821,0.023920190454596986
primary_assignment,Amazon,cr_balance_index,full_observed,2015,2020,2020,2025,1,replenishment_dominant,replenishment_dominant,8170,8821,0.92619884366851835
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_high,positive_high,431,829,0.51990349819059112
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_high,positive_low,41,829,0.049457177322074788
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_high,positive_moderate,354,829,0.42702050663449942
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_high,zero,3,829,0.0036188178528347406
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_low,positive_high,31,1539,0.02014294996751137
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_low,positive_low,684,1539,0.44444444444444442
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_low,positive_moderate,383,1539,0.24886289798570499
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_low,zero,441,1539,0.28654970760233917
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_moderate,positive_high,178,2251,0.079075966237227902
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_moderate,positive_low,643,2251,0.28565082185695245
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_moderate,positive_moderate,1252,2251,0.55619724566859174
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,positive_moderate,zero,178,2251,0.079075966237227902
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,zero,positive_high,54,6057,0.0089153046062407128
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,zero,positive_low,660,6057,0.10896483407627539
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,zero,positive_moderate,348,6057,0.057454185240217927
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1985,1990,1990,1995,0,zero,zero,4995,6057,0.82466567607726593
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_high,positive_high,387,694,0.55763688760806918
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_high,positive_low,34,694,0.048991354466858789
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_high,positive_moderate,267,694,0.38472622478386165
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_high,zero,6,694,0.0086455331412103754
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_low,positive_high,19,2028,0.0093688362919132143
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_low,positive_low,1085,2028,0.53500986193293887
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_low,positive_moderate,333,2028,0.16420118343195267
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_low,zero,591,2028,0.29142011834319526
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_moderate,positive_high,140,2337,0.059905862216516899
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_moderate,positive_low,826,2337,0.35344458707744975
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_moderate,positive_moderate,1134,2337,0.48523748395378691
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,positive_moderate,zero,237,2337,0.10141206675224647
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,zero,positive_high,53,5617,0.0094356418016734913
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,zero,positive_low,945,5617,0.16823927363361224
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,zero,positive_moderate,217,5617,0.038632722093644295
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1990,1995,1995,2000,0,zero,zero,4402,5617,0.78369236247106999
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_high,positive_high,435,599,0.72621035058430716
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_high,positive_low,25,599,0.041736227045075125
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_high,positive_moderate,139,599,0.23205342237061768
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_low,positive_high,86,2890,0.029757785467128029
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_low,positive_low,1288,2890,0.44567474048442907
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_low,positive_moderate,773,2890,0.26747404844290656
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_low,zero,743,2890,0.25709342560553633
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_moderate,positive_high,298,1951,0.15274218349564325
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_moderate,positive_low,416,1951,0.21322398769861609
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_moderate,positive_moderate,1099,1951,0.56330087134802664
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,positive_moderate,zero,138,1951,0.070732957457713991
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,zero,positive_high,80,5236,0.015278838808250574
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,zero,positive_low,887,5236,0.16940412528647822
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,zero,positive_moderate,447,5236,0.085370511841100075
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,1995,2000,2000,2005,0,zero,zero,3822,5236,0.72994652406417115
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_high,positive_high,321,899,0.35706340378197998
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_high,positive_low,66,899,0.073414905450500556
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_high,positive_moderate,510,899,0.56729699666295885
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_high,zero,2,899,0.0022246941045606229
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_low,positive_high,20,2616,0.0076452599388379203
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_low,positive_low,1618,2616,0.61850152905198774
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_low,positive_moderate,440,2616,0.16819571865443425
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_low,zero,538,2616,0.20565749235474007
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_moderate,positive_high,96,2458,0.039056143205858422
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_moderate,positive_low,850,2458,0.34580960130187144
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_moderate,positive_moderate,1343,2458,0.54637917005695691
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,positive_moderate,zero,169,2458,0.068755085435313265
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,zero,positive_high,22,4703,0.004677865192430364
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,zero,positive_low,982,4703,0.20880289177120986
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,zero,positive_moderate,228,4703,0.048479693812460131
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2000,2005,2005,2010,0,zero,zero,3471,4703,0.73803954922389969
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_high,positive_high,289,459,0.62962962962962965
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_high,positive_low,22,459,0.04793028322440087
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_high,positive_moderate,147,459,0.3202614379084967
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_high,zero,1,459,0.0021786492374727671
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_low,positive_high,79,3516,0.022468714448236633
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_low,positive_low,1980,3516,0.56313993174061439
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_low,positive_moderate,906,3516,0.25767918088737202
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_low,zero,551,3516,0.15671217292377701
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_moderate,positive_high,256,2521,0.10154700515668386
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_moderate,positive_low,606,2521,0.24038080126933756
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_moderate,positive_moderate,1547,2521,0.61364537881792935
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,positive_moderate,zero,112,2521,0.044426814756049184
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,zero,positive_high,37,4180,0.0088516746411483258
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,zero,positive_low,1007,4180,0.24090909090909091
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,zero,positive_moderate,312,4180,0.074641148325358855
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2005,2010,2010,2015,0,zero,zero,2824,4180,0.67559808612440186
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_high,positive_high,186,661,0.28139183055975792
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_high,positive_low,80,661,0.12102874432677761
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_high,positive_moderate,394,661,0.59606656580937978
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_high,zero,1,661,0.0015128593040847202
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_low,positive_high,18,3615,0.0049792531120331947
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_low,positive_low,2340,3615,0.64730290456431538
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_low,positive_moderate,617,3615,0.1706777316735823
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_low,zero,640,3615,0.17704011065006917
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_moderate,positive_high,97,2912,0.03331043956043956
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_moderate,positive_low,903,2912,0.31009615384615385
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_moderate,positive_moderate,1810,2912,0.62156593406593408
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,positive_moderate,zero,102,2912,0.035027472527472528
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,zero,positive_high,16,3488,0.0045871559633027525
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,zero,positive_low,729,3488,0.20900229357798164
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,zero,positive_moderate,134,3488,0.038417431192660549
primary_assignment,Cerrado,nat_tmp_endpoint_ha,primary,2010,2015,2015,2020,0,zero,zero,2609,3488,0.74799311926605505
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_high,positive_high,431,829,0.51990349819059112
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_high,positive_low,41,829,0.049457177322074788
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_high,positive_moderate,354,829,0.42702050663449942
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_high,zero,3,829,0.0036188178528347406
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_low,positive_high,31,1539,0.02014294996751137
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_low,positive_low,684,1539,0.44444444444444442
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_low,positive_moderate,383,1539,0.24886289798570499
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_low,zero,441,1539,0.28654970760233917
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_moderate,positive_high,178,2251,0.079075966237227902
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_moderate,positive_low,643,2251,0.28565082185695245
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_moderate,positive_moderate,1252,2251,0.55619724566859174
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,positive_moderate,zero,178,2251,0.079075966237227902
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,zero,positive_high,54,6057,0.0089153046062407128
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,zero,positive_low,660,6057,0.10896483407627539
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,zero,positive_moderate,348,6057,0.057454185240217927
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1985,1990,1990,1995,0,zero,zero,4995,6057,0.82466567607726593
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_high,positive_high,387,694,0.55763688760806918
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_high,positive_low,34,694,0.048991354466858789
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_high,positive_moderate,267,694,0.38472622478386165
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_high,zero,6,694,0.0086455331412103754
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_low,positive_high,19,2028,0.0093688362919132143
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_low,positive_low,1085,2028,0.53500986193293887
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_low,positive_moderate,333,2028,0.16420118343195267
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_low,zero,591,2028,0.29142011834319526
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_moderate,positive_high,140,2337,0.059905862216516899
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_moderate,positive_low,826,2337,0.35344458707744975
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_moderate,positive_moderate,1134,2337,0.48523748395378691
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,positive_moderate,zero,237,2337,0.10141206675224647
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,zero,positive_high,53,5617,0.0094356418016734913
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,zero,positive_low,945,5617,0.16823927363361224
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,zero,positive_moderate,217,5617,0.038632722093644295
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1990,1995,1995,2000,0,zero,zero,4402,5617,0.78369236247106999
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_high,positive_high,435,599,0.72621035058430716
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_high,positive_low,25,599,0.041736227045075125
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_high,positive_moderate,139,599,0.23205342237061768
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_low,positive_high,86,2890,0.029757785467128029
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_low,positive_low,1288,2890,0.44567474048442907
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_low,positive_moderate,773,2890,0.26747404844290656
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_low,zero,743,2890,0.25709342560553633
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_moderate,positive_high,298,1951,0.15274218349564325
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_moderate,positive_low,416,1951,0.21322398769861609
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_moderate,positive_moderate,1099,1951,0.56330087134802664
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,positive_moderate,zero,138,1951,0.070732957457713991
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,zero,positive_high,80,5236,0.015278838808250574
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,zero,positive_low,887,5236,0.16940412528647822
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,zero,positive_moderate,447,5236,0.085370511841100075
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,1995,2000,2000,2005,0,zero,zero,3822,5236,0.72994652406417115
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_high,positive_high,321,899,0.35706340378197998
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_high,positive_low,66,899,0.073414905450500556
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_high,positive_moderate,510,899,0.56729699666295885
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_high,zero,2,899,0.0022246941045606229
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_low,positive_high,20,2616,0.0076452599388379203
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_low,positive_low,1618,2616,0.61850152905198774
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_low,positive_moderate,440,2616,0.16819571865443425
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_low,zero,538,2616,0.20565749235474007
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_moderate,positive_high,96,2458,0.039056143205858422
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_moderate,positive_low,850,2458,0.34580960130187144
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_moderate,positive_moderate,1343,2458,0.54637917005695691
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,positive_moderate,zero,169,2458,0.068755085435313265
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,zero,positive_high,22,4703,0.004677865192430364
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,zero,positive_low,982,4703,0.20880289177120986
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,zero,positive_moderate,228,4703,0.048479693812460131
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2000,2005,2005,2010,0,zero,zero,3471,4703,0.73803954922389969
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_high,positive_high,289,459,0.62962962962962965
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_high,positive_low,22,459,0.04793028322440087
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_high,positive_moderate,147,459,0.3202614379084967
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_high,zero,1,459,0.0021786492374727671
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_low,positive_high,79,3516,0.022468714448236633
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_low,positive_low,1980,3516,0.56313993174061439
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_low,positive_moderate,906,3516,0.25767918088737202
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_low,zero,551,3516,0.15671217292377701
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_moderate,positive_high,256,2521,0.10154700515668386
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_moderate,positive_low,606,2521,0.24038080126933756
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_moderate,positive_moderate,1547,2521,0.61364537881792935
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,positive_moderate,zero,112,2521,0.044426814756049184
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,zero,positive_high,37,4180,0.0088516746411483258
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,zero,positive_low,1007,4180,0.24090909090909091
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,zero,positive_moderate,312,4180,0.074641148325358855
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2005,2010,2010,2015,0,zero,zero,2824,4180,0.67559808612440186
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2010,2015,2015,2020,0,positive_high,positive_high,186,661,0.28139183055975792
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2010,2015,2015,2020,0,positive_high,positive_low,80,661,0.12102874432677761
primary_assignment,Cerrado,nat_tmp_endpoint_ha,full_observed,2010,2015,2015,2020,0,positive_high,positive_moderate,394,661,0.59606656580937978
