boundary_scope,primary_biome,metric,t0,t1,diagnostic_interval,lisa_class,cells,biome_cells,supported_cells,class_share_of_biome_cells,class_share_of_supported_cells,metric_value_sum
primary_assignment,Amazon,net_cr_balance_ha,2015,2020,0,HL,33,14213,14213,0.002321818053894322,0.002321818053894322,-1088.6775664121787
primary_assignment,Amazon,net_cr_balance_ha,2015,2020,0,LH,22,14213,14213,0.0015478787025962146,0.0015478787025962146,-14449.75069666771
primary_assignment,Amazon,net_cr_balance_ha,2015,2020,0,not_significant,12871,14213,14213,0.90557939914163088,0.90557939914163088,-2397313.8098009191
primary_assignment,Amazon,net_cr_balance_ha,2015,2020,0,island,0,14213,14213,0,0,0
primary_assignment,Amazon,net_cr_balance_ha,2015,2020,0,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,net_cr_balance_ha,2020,2025,1,HH,411,14213,14213,0.028917188489411102,0.028917188489411102,322075.49979517964
primary_assignment,Amazon,net_cr_balance_ha,2020,2025,1,LL,403,14213,14213,0.028354323506648842,0.028354323506648842,-933571.75279698172
primary_assignment,Amazon,net_cr_balance_ha,2020,2025,1,HL,25,14213,14213,0.0017589530711320622,0.0017589530711320622,-1994.439076188178
primary_assignment,Amazon,net_cr_balance_ha,2020,2025,1,LH,17,14213,14213,0.0011960880883698022,0.0011960880883698022,-10331.792940645299
primary_assignment,Amazon,net_cr_balance_ha,2020,2025,1,not_significant,13357,14213,14213,0.9397734468444382,0.9397734468444382,-3451116.2529277601
primary_assignment,Amazon,net_cr_balance_ha,2020,2025,1,island,0,14213,14213,0,0,0
primary_assignment,Amazon,net_cr_balance_ha,2020,2025,1,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,replenishment_ha,1985,1990,0,HH,757,14213,14213,0.05326109899387884,0.05326109899387884,2081292.6193804315
primary_assignment,Amazon,replenishment_ha,1985,1990,0,LL,6470,14213,14213,0.45521705480897767,0.45521705480897767,33839.455375654761
primary_assignment,Amazon,replenishment_ha,1985,1990,0,HL,2,14213,14213,0.00014071624569056497,0.00014071624569056497,1864.2356304238533
primary_assignment,Amazon,replenishment_ha,1985,1990,0,LH,23,14213,14213,0.0016182368254414972,0.0016182368254414972,10062.115541962166
primary_assignment,Amazon,replenishment_ha,1985,1990,0,not_significant,6961,14213,14213,0.4897628931260114,0.4897628931260114,2908771.5696210731
primary_assignment,Amazon,replenishment_ha,1985,1990,0,island,0,14213,14213,0,0,0
primary_assignment,Amazon,replenishment_ha,1985,1990,0,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,replenishment_ha,1990,1995,0,HH,1614,14213,14213,0.11355801027228593,0.11355801027228593,4873948.8145614062
primary_assignment,Amazon,replenishment_ha,1990,1995,0,LL,5229,14213,14213,0.36790262435798216,0.36790262435798216,40312.637903185074
primary_assignment,Amazon,replenishment_ha,1990,1995,0,HL,2,14213,14213,0.00014071624569056497,0.00014071624569056497,1699.3525745321722
primary_assignment,Amazon,replenishment_ha,1990,1995,0,LH,65,14213,14213,0.0045732779849433618,0.0045732779849433618,22545.906238050291
primary_assignment,Amazon,replenishment_ha,1990,1995,0,not_significant,7303,14213,14213,0.51382537113909799,0.51382537113909799,3003466.7907363009
primary_assignment,Amazon,replenishment_ha,1990,1995,0,island,0,14213,14213,0,0,0
primary_assignment,Amazon,replenishment_ha,1990,1995,0,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,replenishment_ha,1995,2000,0,HH,2012,14213,14213,0.14156054316470837,0.14156054316470837,5374224.5129958782
primary_assignment,Amazon,replenishment_ha,1995,2000,0,LL,4431,14213,14213,0.31175684232744671,0.31175684232744671,31856.162812184321
primary_assignment,Amazon,replenishment_ha,1995,2000,0,HL,2,14213,14213,0.00014071624569056497,0.00014071624569056497,2257.0905567627328
primary_assignment,Amazon,replenishment_ha,1995,2000,0,LH,89,14213,14213,0.0062618729332301415,0.0062618729332301415,29251.535172795284
primary_assignment,Amazon,replenishment_ha,1995,2000,0,not_significant,7679,14213,14213,0.54028002532892427,0.54028002532892427,3517767.8395849233
primary_assignment,Amazon,replenishment_ha,1995,2000,0,island,0,14213,14213,0,0,0
primary_assignment,Amazon,replenishment_ha,1995,2000,0,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,replenishment_ha,2000,2005,0,HH,2074,14213,14213,0.14592274678111589,0.14592274678111589,5997510.5529339146
primary_assignment,Amazon,replenishment_ha,2000,2005,0,LL,4116,14213,14213,0.28959403363118275,0.28959403363118275,47508.135478809359
primary_assignment,Amazon,replenishment_ha,2000,2005,0,HL,5,14213,14213,0.00035179061422641245,0.00035179061422641245,5011.8759838094902
primary_assignment,Amazon,replenishment_ha,2000,2005,0,LH,107,14213,14213,0.0075283191444452261,0.0075283191444452261,33077.850105899161
primary_assignment,Amazon,replenishment_ha,2000,2005,0,not_significant,7911,14213,14213,0.55660310982902972,0.55660310982902972,4499666.1845615003
primary_assignment,Amazon,replenishment_ha,2000,2005,0,island,0,14213,14213,0,0,0
primary_assignment,Amazon,replenishment_ha,2000,2005,0,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,replenishment_ha,2005,2010,0,HH,1498,14213,14213,0.10539646802223317,0.10539646802223317,2941499.5028446144
primary_assignment,Amazon,replenishment_ha,2005,2010,0,LL,3311,14213,14213,0.23295574474073033,0.23295574474073033,22857.417404653748
primary_assignment,Amazon,replenishment_ha,2005,2010,0,HL,2,14213,14213,0.00014071624569056497,0.00014071624569056497,1855.9804547887516
primary_assignment,Amazon,replenishment_ha,2005,2010,0,LH,72,14213,14213,0.0050657848448603391,0.0050657848448603391,15985.994953523987
primary_assignment,Amazon,replenishment_ha,2005,2010,0,not_significant,9330,14213,14213,0.65644128614648556,0.65644128614648556,2896694.0388945346
primary_assignment,Amazon,replenishment_ha,2005,2010,0,island,0,14213,14213,0,0,0
primary_assignment,Amazon,replenishment_ha,2005,2010,0,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,replenishment_ha,2010,2015,0,HH,1052,14213,14213,0.074016745233237174,0.074016745233237174,1761191.5658396352
primary_assignment,Amazon,replenishment_ha,2010,2015,0,LL,3342,14213,14213,0.23513684654893408,0.23513684654893408,21162.601438381243
primary_assignment,Amazon,replenishment_ha,2010,2015,0,HL,1,14213,14213,7.0358122845282483e-05,7.0358122845282483e-05,437.49506222848208
primary_assignment,Amazon,replenishment_ha,2010,2015,0,LH,59,14213,14213,0.0041511292478716667,0.0041511292478716667,10679.600426852761
primary_assignment,Amazon,replenishment_ha,2010,2015,0,not_significant,9759,14213,14213,0.6866249208471118,0.6866249208471118,2483922.3645037622
primary_assignment,Amazon,replenishment_ha,2010,2015,0,island,0,14213,14213,0,0,0
primary_assignment,Amazon,replenishment_ha,2010,2015,0,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,replenishment_ha,2015,2020,0,HH,1068,14213,14213,0.075142475198761702,0.075142475198761702,2070103.5025333583
primary_assignment,Amazon,replenishment_ha,2015,2020,0,LL,3672,14213,14213,0.25835502708787728,0.25835502708787728,23277.434491322994
primary_assignment,Amazon,replenishment_ha,2015,2020,0,HL,3,14213,14213,0.00021107436853584746,0.00021107436853584746,2975.9786080379113
primary_assignment,Amazon,replenishment_ha,2015,2020,0,LH,75,14213,14213,0.0052768592133961862,0.0052768592133961862,11866.894519018864
primary_assignment,Amazon,replenishment_ha,2015,2020,0,not_significant,9395,14213,14213,0.66101456413142901,0.66101456413142901,3033939.6004691245
primary_assignment,Amazon,replenishment_ha,2015,2020,0,island,0,14213,14213,0,0,0
primary_assignment,Amazon,replenishment_ha,2015,2020,0,not_applicable,0,14213,14213,0,,0
primary_assignment,Amazon,replenishment_ha,2020,2025,1,HH,886,14213,14213,0.062337296840920285,0.062337296840920285,1637573.8942046794
primary_assignment,Amazon,replenishment_ha,2020,2025,1,LL,3541,14213,14213,0.24913811299514529,0.24913811299514529,38763.10783291886
primary_assignment,Amazon,replenishment_ha,2020,2025,1,HL,11,14213,14213,0.00077393935129810732,0.00077393935129810732,7154.0268930773818
primary_assignment,Amazon,replenishment_ha,2020,2025,1,LH,71,14213,14213,0.004995426722015057,0.004995426722015057,12689.831776717423
primary_assignment,Amazon,replenishment_ha,2020,2025,1,not_significant,9704,14213,14213,0.68275522409062128,0.68275522409062128,3382103.1070938529
primary_assignment,Amazon,replenishment_ha,2020,2025,1,island,0,14213,14213,0,0,0
primary_assignment,Amazon,replenishment_ha,2020,2025,1,not_applicable,0,14213,14213,0,,0
primary_assignment,Cerrado,consolidation_ha,1985,1990,0,HH,259,10676,10676,0.024260022480329713,0.024260022480329713,544291.75120081729
primary_assignment,Cerrado,consolidation_ha,1985,1990,0,LL,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,1985,1990,0,HL,1,10676,10676,9.366804046459348e-05,9.366804046459348e-05,192.83323274552825
primary_assignment,Cerrado,consolidation_ha,1985,1990,0,LH,2,10676,10676,0.00018733608092918696,0.00018733608092918696,54.93298748167706
primary_assignment,Cerrado,consolidation_ha,1985,1990,0,not_significant,10414,10676,10676,0.97545897339827647,0.97545897339827647,882205.98175553605
primary_assignment,Cerrado,consolidation_ha,1985,1990,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,1985,1990,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,consolidation_ha,1990,1995,0,HH,486,10676,10676,0.045522667665792431,0.045522667665792431,642446.30716788082
primary_assignment,Cerrado,consolidation_ha,1990,1995,0,LL,11,10676,10676,0.0010303484451105282,0.0010303484451105282,49.762841657330007
primary_assignment,Cerrado,consolidation_ha,1990,1995,0,HL,5,10676,10676,0.00046834020232296739,0.00046834020232296739,501.52279431372881
primary_assignment,Cerrado,consolidation_ha,1990,1995,0,LH,7,10676,10676,0.00065567628325215437,0.00065567628325215437,208.50797419986304
primary_assignment,Cerrado,consolidation_ha,1990,1995,0,not_significant,10167,10676,10676,0.95232296740352196,0.95232296740352196,927138.19947504823
primary_assignment,Cerrado,consolidation_ha,1990,1995,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,1990,1995,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,consolidation_ha,1995,2000,0,HH,685,10676,10676,0.064162607718246528,0.064162607718246528,765863.77109685855
primary_assignment,Cerrado,consolidation_ha,1995,2000,0,LL,3,10676,10676,0.00028100412139378045,0.00028100412139378045,36.330257773399353
primary_assignment,Cerrado,consolidation_ha,1995,2000,0,HL,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,1995,2000,0,LH,8,10676,10676,0.00074934432371674784,0.00074934432371674784,143.59206556052555
primary_assignment,Cerrado,consolidation_ha,1995,2000,0,not_significant,9980,10676,10676,0.93480704383664293,0.93480704383664293,904700.94123754872
primary_assignment,Cerrado,consolidation_ha,1995,2000,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,1995,2000,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,consolidation_ha,2000,2005,0,HH,803,10676,10676,0.075215436493068569,0.075215436493068569,1345136.0779860925
primary_assignment,Cerrado,consolidation_ha,2000,2005,0,LL,69,10676,10676,0.0064630947920569504,0.0064630947920569504,892.41496914625168
primary_assignment,Cerrado,consolidation_ha,2000,2005,0,HL,2,10676,10676,0.00018733608092918696,0.00018733608092918696,585.58340335637331
primary_assignment,Cerrado,consolidation_ha,2000,2005,0,LH,11,10676,10676,0.0010303484451105282,0.0010303484451105282,1160.0668295958753
primary_assignment,Cerrado,consolidation_ha,2000,2005,0,not_significant,9791,10676,10676,0.91710378418883476,0.91710378418883476,1493184.083246429
primary_assignment,Cerrado,consolidation_ha,2000,2005,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2000,2005,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,consolidation_ha,2005,2010,0,HH,1204,10676,10676,0.11277632071937055,0.11277632071937055,1083883.1876093186
primary_assignment,Cerrado,consolidation_ha,2005,2010,0,LL,1085,10676,10676,0.10162982390408393,0.10162982390408393,426.26862868970517
primary_assignment,Cerrado,consolidation_ha,2005,2010,0,HL,1,10676,10676,9.366804046459348e-05,9.366804046459348e-05,128.55317825824022
primary_assignment,Cerrado,consolidation_ha,2005,2010,0,LH,75,10676,10676,0.0070251030348445114,0.0070251030348445114,3927.1035785634726
primary_assignment,Cerrado,consolidation_ha,2005,2010,0,not_significant,8311,10676,10676,0.77847508430123646,0.77847508430123646,939716.0397906237
primary_assignment,Cerrado,consolidation_ha,2005,2010,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2005,2010,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,HH,254,10676,10676,0.023791682278006744,0.023791682278006744,522151.31270707631
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,LL,27,10676,10676,0.0025290370925440241,0.0025290370925440241,269.01200098544359
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,HL,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,LH,4,10676,10676,0.00037467216185837392,0.00037467216185837392,432.27488102603195
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,not_significant,10391,10676,10676,0.97330460846759081,0.97330460846759081,2568114.9071539501
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2010,2015,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,HH,116,10676,10676,0.010865492693892843,0.010865492693892843,209222.11407135444
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,LL,3,10676,10676,0.00028100412139378045,0.00028100412139378045,76.970308638729293
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,HL,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,LH,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,not_significant,10557,10676,10676,0.98885350318471332,0.98885350318471332,2180203.1061164504
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2015,2020,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,HH,118,10676,10676,0.01105282877482203,0.01105282877482203,127078.23049970264
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,LL,1,10676,10676,9.366804046459348e-05,9.366804046459348e-05,1.0176087692379951
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,HL,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,LH,5,10676,10676,0.00046834020232296739,0.00046834020232296739,112.99748576768474
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,not_significant,10552,10676,10676,0.98838516298239043,0.98838516298239043,955789.27458020835
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,consolidation_ha,2020,2025,1,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,cr_balance_index,1985,1990,0,HH,891,10676,9852,0.083458224053952798,0.09043848964677223,200.19789490788003
primary_assignment,Cerrado,cr_balance_index,1985,1990,0,LL,480,10676,9852,0.044960659423004867,0.048721071863580996,-479.73627150479433
primary_assignment,Cerrado,cr_balance_index,1985,1990,0,HL,11,10676,9852,0.0010303484451105282,0.001116524563540398,-5.8125177317344345
primary_assignment,Cerrado,cr_balance_index,1985,1990,0,LH,36,10676,9852,0.0033720494567253652,0.0036540803897685747,-34.980378119722381
primary_assignment,Cerrado,cr_balance_index,1985,1990,0,not_significant,8434,10676,9852,0.78999625327838141,0.85606983353633781,-7746.6762591184233
primary_assignment,Cerrado,cr_balance_index,1985,1990,0,island,0,10676,9852,0,0,0
primary_assignment,Cerrado,cr_balance_index,1985,1990,0,not_applicable,824,10676,9852,0.077182465342825024,,0
primary_assignment,Cerrado,cr_balance_index,1990,1995,0,HH,1310,10676,10055,0.12270513300861746,0.13028344107409248,489.43162758005349
primary_assignment,Cerrado,cr_balance_index,1990,1995,0,LL,8,10676,10055,0.00074934432371674784,0.00079562406762804573,-7.6517498093937917
primary_assignment,Cerrado,cr_balance_index,1990,1995,0,HL,15,10676,10055,0.0014050206069689021,0.0014917951268025858,-3.3400254018771474
primary_assignment,Cerrado,cr_balance_index,1990,1995,0,LH,32,10676,10055,0.0029973772948669914,0.0031824962705121829,-30.52274981111956
primary_assignment,Cerrado,cr_balance_index,1990,1995,0,not_significant,8690,10676,10055,0.81397527163731731,0.86424664346096469,-7674.1352087084952
primary_assignment,Cerrado,cr_balance_index,1990,1995,0,island,0,10676,10055,0,0,0
primary_assignment,Cerrado,cr_balance_index,1990,1995,0,not_applicable,621,10676,10055,0.058167853128512553,,0
primary_assignment,Cerrado,cr_balance_index,1995,2000,0,HH,1469,10676,10181,0.13759835144248783,0.14428838031627542,679.77129039521674
primary_assignment,Cerrado,cr_balance_index,1995,2000,0,LL,27,10676,10181,0.0025290370925440241,0.0026519988213338573,-26.015818148790856
primary_assignment,Cerrado,cr_balance_index,1995,2000,0,HL,5,10676,10181,0.00046834020232296739,0.00049111089283960315,-0.90517085819202692
primary_assignment,Cerrado,cr_balance_index,1995,2000,0,LH,42,10676,10181,0.0039340576995129262,0.0041253314998526665,-39.03904825103568
primary_assignment,Cerrado,cr_balance_index,1995,2000,0,not_significant,8638,10676,10181,0.80910453353315848,0.84844317846969841,-7175.8946529691648
primary_assignment,Cerrado,cr_balance_index,1995,2000,0,island,0,10676,10181,0,0,0
primary_assignment,Cerrado,cr_balance_index,1995,2000,0,not_applicable,495,10676,10181,0.046365680029973773,,0
primary_assignment,Cerrado,cr_balance_index,2000,2005,0,HH,1995,10676,10306,0.18686774072686399,0.19357655734523579,1138.5632252194323
primary_assignment,Cerrado,cr_balance_index,2000,2005,0,LL,35,10676,10306,0.0032783814162607719,0.0033960799534251893,-33.577366591662951
primary_assignment,Cerrado,cr_balance_index,2000,2005,0,HL,9,10676,10306,0.0008430123641813413,0.00087327770230933438,2.237354380403374
primary_assignment,Cerrado,cr_balance_index,2000,2005,0,LH,58,10676,10306,0.0054327463469464217,0.0056277896371045993,-51.56608558766213
primary_assignment,Cerrado,cr_balance_index,2000,2005,0,not_significant,8209,10676,10306,0.76892094417384793,0.7965262953619251,-6574.2063441697737
primary_assignment,Cerrado,cr_balance_index,2000,2005,0,island,0,10676,10306,0,0,0
primary_assignment,Cerrado,cr_balance_index,2000,2005,0,not_applicable,370,10676,10306,0.034657174971899588,,0
primary_assignment,Cerrado,cr_balance_index,2005,2010,0,HH,2158,10676,10343,0.20213563132259274,0.20864352702310743,1307.8524304327059
primary_assignment,Cerrado,cr_balance_index,2005,2010,0,LL,13,10676,10343,0.0012176845260397152,0.0012568887170066711,-12.223279219418538
primary_assignment,Cerrado,cr_balance_index,2005,2010,0,HL,5,10676,10343,0.00046834020232296739,0.00048341873731025815,1.7319166029545405
primary_assignment,Cerrado,cr_balance_index,2005,2010,0,LH,53,10676,10343,0.0049644061446234549,0.0051242386154887361,-44.552311332770543
primary_assignment,Cerrado,cr_balance_index,2005,2010,0,not_significant,8114,10676,10343,0.76002248032971154,0.78449192690708691,-5951.532125543682
primary_assignment,Cerrado,cr_balance_index,2005,2010,0,island,0,10676,10343,0,0,0
primary_assignment,Cerrado,cr_balance_index,2005,2010,0,not_applicable,333,10676,10343,0.031191457474709628,,0
primary_assignment,Cerrado,cr_balance_index,2010,2015,0,HH,2626,10676,10412,0.24597227426002247,0.25220898962735305,1707.7146192960486
primary_assignment,Cerrado,cr_balance_index,2010,2015,0,LL,977,10676,10412,0.091513675533907837,0.093834037648866692,-969.98686185584904
primary_assignment,Cerrado,cr_balance_index,2010,2015,0,HL,5,10676,10412,0.00046834020232296739,0.00048021513638109872,-0.53146684239695374
primary_assignment,Cerrado,cr_balance_index,2010,2015,0,LH,95,10676,10412,0.0088984638441363811,0.0091240875912408752,-73.800773234976091
primary_assignment,Cerrado,cr_balance_index,2010,2015,0,not_significant,6709,10676,10412,0.62841888347695762,0.64435266999615826,-4228.3583697879167
primary_assignment,Cerrado,cr_balance_index,2010,2015,0,island,0,10676,10412,0,0,0
primary_assignment,Cerrado,cr_balance_index,2010,2015,0,not_applicable,264,10676,10412,0.024728362682652678,,0
primary_assignment,Cerrado,cr_balance_index,2015,2020,0,HH,2557,10676,10452,0.23950917946796554,0.24464217374665137,1447.0032302914724
primary_assignment,Cerrado,cr_balance_index,2015,2020,0,LL,909,10676,10452,0.085144248782315468,0.086969001148105629,-900.84485278986062
primary_assignment,Cerrado,cr_balance_index,2015,2020,0,HL,10,10676,10452,0.00093668040464593477,0.0009567546880979717,-0.7312032831133044
primary_assignment,Cerrado,cr_balance_index,2015,2020,0,LH,114,10676,10452,0.010678156612963657,0.010907003444316877,-86.029520743631807
primary_assignment,Cerrado,cr_balance_index,2015,2020,0,not_significant,6862,10676,10452,0.64275009366804048,0.6565250669728282,-4035.6107327519626
primary_assignment,Cerrado,cr_balance_index,2015,2020,0,island,0,10676,10452,0,0,0
primary_assignment,Cerrado,cr_balance_index,2015,2020,0,not_applicable,224,10676,10452,0.02098164106406894,,0
primary_assignment,Cerrado,cr_balance_index,2020,2025,1,HH,1848,10676,10544,0.17309853877856876,0.17526555386949924,859.27402256081746
primary_assignment,Cerrado,cr_balance_index,2020,2025,1,LL,782,10676,10544,0.0732484076433121,0.074165402124430957,-778.99853429506015
primary_assignment,Cerrado,cr_balance_index,2020,2025,1,HL,3,10676,10544,0.00028100412139378045,0.00028452200303490138,1.6808034529466473
primary_assignment,Cerrado,cr_balance_index,2020,2025,1,LH,97,10676,10544,0.0090857999250655679,0.0091995447647951444,-82.747193686629359
primary_assignment,Cerrado,cr_balance_index,2020,2025,1,not_significant,7814,10676,10544,0.73192206819033345,0.74108497723823974,-5842.5123764688697
primary_assignment,Cerrado,cr_balance_index,2020,2025,1,island,0,10676,10544,0,0,0
primary_assignment,Cerrado,cr_balance_index,2020,2025,1,not_applicable,132,10676,10544,0.012364181341326339,,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,HH,397,10676,10676,0.037186212064443613,0.037186212064443613,671346.08764691907
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,LL,151,10676,10676,0.014143874110153616,0.014143874110153616,92.397249534726143
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,HL,5,10676,10676,0.00046834020232296739,0.00046834020232296739,378.68731814622879
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,LH,38,10676,10676,0.0035593855376545524,0.0035593855376545524,485.86652290292227
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,not_significant,10085,10676,10676,0.94464218808542522,0.94464218808542522,648838.20782615081
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1985,1990,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,HH,439,10676,10676,0.041120269763956538,0.041120269763956538,585787.06105757901
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,LL,131,10676,10676,0.012270513300861745,0.012270513300861745,84.109815034796213
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,HL,3,10676,10676,0.00028100412139378045,0.00028100412139378045,218.5250863669842
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,LH,37,10676,10676,0.0034657174971899586,0.0034657174971899586,351.17003805035472
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,not_significant,10066,10676,10676,0.94286249531659794,0.94286249531659794,469004.07311994652
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1990,1995,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,HH,496,10676,10676,0.046459348070438368,0.046459348070438368,612443.62251860846
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,LL,2030,10676,10676,0.19014612214312476,0.19014612214312476,542.71911615878344
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,HL,6,10676,10676,0.00056200824278756091,0.00056200824278756091,707.35095649212599
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,LH,91,10676,10676,0.008523791682278006,0.008523791682278006,654.94504360986116
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,not_significant,8053,10676,10676,0.75430872986137132,0.75430872986137132,310038.56528304378
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,1995,2000,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,HH,158,10676,10676,0.01479955039340577,0.01479955039340577,334342.02546155389
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,LL,48,10676,10676,0.0044960659423004872,0.0044960659423004872,500.36489690095186
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,HL,3,10676,10676,0.00028100412139378045,0.00028100412139378045,312.83201979845762
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,LH,8,10676,10676,0.00074934432371674784,0.00074934432371674784,135.49656633524336
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,not_significant,10459,10676,10676,0.97967403521918317,0.97967403521918317,1068500.5903780714
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2000,2005,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,HH,451,10676,10676,0.042244286249531658,0.042244286249531658,504598.79129820107
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,LL,1142,10676,10676,0.10696890221056575,0.10696890221056575,410.91045748784262
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,HL,5,10676,10676,0.00046834020232296739,0.00046834020232296739,2944.1965772733092
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,LH,110,10676,10676,0.010303484451105283,0.010303484451105283,729.17243117482644
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,not_significant,8968,10676,10676,0.84001498688647436,0.84001498688647436,282678.95544582431
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,island,0,10676,10676,0,0,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2005,2010,0,not_applicable,0,10676,10676,0,,0
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,HH,103,10676,10676,0.009647808167853128,0.009647808167853128,246423.74177118108
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,LL,25,10676,10676,0.002341701011614837,0.002341701011614837,119.17860000075078
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,HL,3,10676,10676,0.00028100412139378045,0.00028100412139378045,650.0975030362606
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,LH,9,10676,10676,0.0008430123641813413,0.0008430123641813413,117.80431667572142
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,not_significant,10536,10676,10676,0.98688647433495691,0.98688647433495691,871600.48148101673
primary_assignment,Cerrado,nat_tmp_endpoint_ha,2010,2015,0,island,0,10676,10676,0,0,0
