grid_code,support_scope,t0,t1,interval,diagnostic_interval,metric,selected_cells,defined_cells,selected_support_ha,defined_support_ha,defined_support_fraction,weighted_mean,weighted_std,q00,q10,q25,q50,q75,q90,q99,q100
hex20k_canonical,sensitivity_ge_25pct,1990,1995,1990_1995,0,nat_tmp_intensity_initial_native,24889,24884,497776400.4434159,497676401.01979774,0.999799107744905,0.004341242785894097,0.023338264924866556,0.0,0.0,0.0,0.0,0.0,0.004571555128524095,0.10619627205980807,0.5850801283844504
hex20k_canonical,sensitivity_ge_75pct,1990,1995,1990_1995,0,consolidation_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,32.92113897063326,130.69057230550757,0.0,0.0,0.0,0.0,0.2187795922157547,56.10260491135623,707.2389146735031,2440.86479383603
hex20k_canonical,sensitivity_ge_75pct,1990,1995,1990_1995,0,replenishment_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,338.58012802860804,526.656263712051,0.0,0.0,0.04444925100268896,79.6324084554816,486.0327373421794,1055.616995830768,2267.1697742506763,5431.1449881238295
hex20k_canonical,sensitivity_ge_75pct,1990,1995,1990_1995,0,nat_tmp_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,23.727494328430424,131.94586561892456,0.0,0.0,0.0,0.0,0.0,18.55907289756682,677.0051582750597,3433.684026793611
hex20k_canonical,sensitivity_ge_75pct,1990,1995,1990_1995,0,net_cr_balance_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,-305.65898905797474,544.1941020405599,-5428.476627734633,-1035.6573716136088,-449.3555981998524,-48.8713945439755,0.0,0.0,526.9045351518181,2358.0883258794124
hex20k_canonical,sensitivity_ge_75pct,1990,1995,1990_1995,0,cr_balance_index,24889,18713,497776400.4434159,374257286.5680661,0.7518582364183602,-0.8364243696711781,0.42245346246889365,-1.0,-1.0,-1.0,-1.0,-0.9798804874014171,-0.37862551759902413,0.9061252752112036,1.0
hex20k_canonical,sensitivity_ge_75pct,1990,1995,1990_1995,0,consolidation_rate_initial_pasture,24889,17871,497776400.4434159,357417406.146045,0.7180280258920672,0.027889118816612827,0.0971340949906507,0.0,0.0,0.0,0.0,0.0032499710612803145,0.06514063478943712,0.519528190898104,1.0
hex20k_canonical,sensitivity_ge_75pct,1990,1995,1990_1995,0,replenishment_rate_initial_native,24889,24884,497776400.4434159,497676401.01979774,0.999799107744905,0.05722556603665394,0.08877823704496537,0.0,0.0,4.654582639478339e-06,0.011486913196921326,0.08695500359466665,0.17587060750513328,0.38735329185611395,0.8237510699466192
hex20k_canonical,sensitivity_ge_75pct,1990,1995,1990_1995,0,nat_tmp_intensity_initial_native,24889,24884,497776400.4434159,497676401.01979774,0.999799107744905,0.004341242785894097,0.023338264924866556,0.0,0.0,0.0,0.0,0.0,0.004571555128524095,0.10619627205980807,0.5850801283844504
hex20k_canonical,primary_ge_50pct,1995,2000,1995_2000,0,consolidation_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,36.35267025980447,132.92358246447657,0.0,0.0,0.0,0.0,1.7473503049746784,74.40290118242551,717.6913409197956,2164.3930471796284
hex20k_canonical,primary_ge_50pct,1995,2000,1995_2000,0,replenishment_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,314.3283880330638,473.4475680648126,0.0,0.0,1.062029217182317,95.60398554979619,447.59793669213303,952.3212728486259,2119.713750884297,5015.263774461928
hex20k_canonical,primary_ge_50pct,1995,2000,1995_2000,0,nat_tmp_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,24.603669384477225,153.12050012469237,0.0,0.0,0.0,0.0,0.39221761423893325,13.45288495097024,679.1774713066915,7554.379228527893
hex20k_canonical,primary_ge_50pct,1995,2000,1995_2000,0,net_cr_balance_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,-277.97571777325936,496.0940620735152,-5015.263774461928,-937.0366440968062,-419.6541787515335,-60.566462485006454,0.0,0.0,564.6773811413632,2131.4999262226156
hex20k_canonical,primary_ge_50pct,1995,2000,1995_2000,0,cr_balance_index,24889,19453,497776400.4434159,389057189.4453644,0.7815902664304593,-0.7973368086768553,0.47161995831839465,-1.0,-1.0,-1.0,-1.0,-0.946843846101674,-0.10629859167243338,0.9342105186530151,1.0
hex20k_canonical,primary_ge_50pct,1995,2000,1995_2000,0,consolidation_rate_initial_pasture,24889,18949,497776400.4434159,378977250.23168516,0.76134033251495,0.027844698686870433,0.09492938505184327,0.0,0.0,0.0,0.0,0.00450130375212004,0.06597582525572908,0.525743241440048,1.0
hex20k_canonical,primary_ge_50pct,1995,2000,1995_2000,0,replenishment_rate_initial_native,24889,24885,497776400.4434159,497696401.25850683,0.9998392869070575,0.055850593357161846,0.08567100459178764,0.0,0.0,0.00011722397867088675,0.01660812649852517,0.08037102412694778,0.163253679461325,0.39322858232757557,0.8577270638268909
hex20k_canonical,primary_ge_50pct,1995,2000,1995_2000,0,nat_tmp_intensity_initial_native,24889,24885,497776400.4434159,497696401.25850683,0.9998392869070575,0.004367362409914863,0.024436690839281055,0.0,0.0,0.0,0.0,6.978505591051459e-05,0.0036622432737035537,0.1163031306500942,0.7586477296828137
hex20k_canonical,sensitivity_ge_25pct,1995,2000,1995_2000,0,consolidation_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,36.35267025980447,132.92358246447657,0.0,0.0,0.0,0.0,1.7473503049746784,74.40290118242551,717.6913409197956,2164.3930471796284
hex20k_canonical,sensitivity_ge_25pct,1995,2000,1995_2000,0,replenishment_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,314.3283880330638,473.4475680648126,0.0,0.0,1.062029217182317,95.60398554979619,447.59793669213303,952.3212728486259,2119.713750884297,5015.263774461928
hex20k_canonical,sensitivity_ge_25pct,1995,2000,1995_2000,0,nat_tmp_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,24.603669384477225,153.12050012469237,0.0,0.0,0.0,0.0,0.39221761423893325,13.45288495097024,679.1774713066915,7554.379228527893
hex20k_canonical,sensitivity_ge_25pct,1995,2000,1995_2000,0,net_cr_balance_density_per_10kha,24889,24889,497776400.4434159,497776400.4434159,1.0,-277.97571777325936,496.0940620735152,-5015.263774461928,-937.0366440968062,-419.6541787515335,-60.566462485006454,0.0,0.0,564.6773811413632,2131.4999262226156
hex20k_canonical,sensitivity_ge_25pct,1995,2000,1995_2000,0,cr_balance_index,24889,19453,497776400.4434159,389057189.4453644,0.7815902664304593,-0.7973368086768553,0.47161995831839465,-1.0,-1.0,-1.0,-1.0,-0.946843846101674,-0.10629859167243338,0.9342105186530151,1.0
