comparison_grid,comparison_effect,support_scope,t0,t1,interval,diagnostic_interval,metric,weighted_ks_distance,weighted_ks_threshold,weighted_ks_pass,canonical_defined_support_fraction,alternative_defined_support_fraction,defined_support_fraction_absolute_difference,defined_support_fraction_threshold,defined_support_fraction_pass,distribution_criterion_pass
hex20k_shift,zoning_shift_20k,primary_ge_50pct,2020,2025,2020_2025,1,replenishment_rate_initial_native,0.03238048179801506,0.1,True,0.9997991085044662,0.9988469303398526,0.0009521781646135707,0.05,True,True
hex20k_shift,zoning_shift_20k,primary_ge_50pct,2020,2025,2020_2025,1,nat_tmp_intensity_initial_native,0.018657712310491403,0.1,True,0.9997991085044662,0.9988469303398526,0.0009521781646135707,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_25pct,2020,2025,2020_2025,1,consolidation_density_per_10kha,0.003090564818868935,0.1,True,1.0,1.0,0.0,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_25pct,2020,2025,2020_2025,1,replenishment_density_per_10kha,0.018929286441829216,0.1,True,1.0,1.0,0.0,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_25pct,2020,2025,2020_2025,1,nat_tmp_density_per_10kha,0.0039171325423842385,0.1,True,1.0,1.0,0.0,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_25pct,2020,2025,2020_2025,1,net_cr_balance_density_per_10kha,0.016971777550098377,0.1,True,1.0,1.0,0.0,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_25pct,2020,2025,2020_2025,1,cr_balance_index,0.011013518384211718,0.1,True,0.8859335258169083,0.8673515803828915,0.01858194543401681,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_25pct,2020,2025,2020_2025,1,consolidation_rate_initial_pasture,0.008549798353977012,0.1,True,0.8637550528901727,0.8497138035594485,0.01404124933072426,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_25pct,2020,2025,2020_2025,1,replenishment_rate_initial_native,0.017285821014563815,0.1,True,0.9997991085044662,0.9979422831725732,0.0018568253318930195,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_25pct,2020,2025,2020_2025,1,nat_tmp_intensity_initial_native,0.004729266105026331,0.1,True,0.9997991085044662,0.9979422831725732,0.0018568253318930195,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_75pct,2020,2025,2020_2025,1,consolidation_density_per_10kha,0.04630340278925199,0.1,True,1.0,1.0,0.0,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_75pct,2020,2025,2020_2025,1,replenishment_density_per_10kha,0.06381613046786205,0.1,True,1.0,1.0,0.0,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_75pct,2020,2025,2020_2025,1,nat_tmp_density_per_10kha,0.041394536211141975,0.1,True,1.0,1.0,0.0,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_75pct,2020,2025,2020_2025,1,net_cr_balance_density_per_10kha,0.055510627005687874,0.1,True,1.0,1.0,0.0,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_75pct,2020,2025,2020_2025,1,cr_balance_index,0.025501666178824378,0.1,True,0.8859335258169083,0.9261168903016453,0.04018336448473703,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_75pct,2020,2025,2020_2025,1,consolidation_rate_initial_pasture,0.02138397539422765,0.1,True,0.8637550528901727,0.9101889674535467,0.04643391456337398,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_75pct,2020,2025,2020_2025,1,replenishment_rate_initial_native,0.06620380098614889,0.1,True,0.9997991085044662,0.9997524022482792,4.6706256186968e-05,0.05,True,True
hex20k_shift,zoning_shift_20k,sensitivity_ge_75pct,2020,2025,2020_2025,1,nat_tmp_intensity_initial_native,0.04127032670744091,0.1,True,0.9997991085044662,0.9997524022482792,4.6706256186968e-05,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1985,1990,1985_1990,0,consolidation_density_per_10kha,0.05372601459265858,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1985,1990,1985_1990,0,replenishment_density_per_10kha,0.08674900188015636,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1985,1990,1985_1990,0,nat_tmp_density_per_10kha,0.06845141950893485,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1985,1990,1985_1990,0,net_cr_balance_density_per_10kha,0.0853898462239463,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1985,1990,1985_1990,0,cr_balance_index,0.03714407417470611,0.1,True,0.7081843376977046,0.7945402165576804,0.08635587885997575,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,1985,1990,1985_1990,0,consolidation_rate_initial_pasture,0.03682841421227079,0.1,True,0.6597693692532077,0.7468959888735158,0.0871266196203081,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,1985,1990,1985_1990,0,replenishment_rate_initial_native,0.08674071838997732,0.1,True,0.9998392869263782,0.9998672598912304,2.7972964852129856e-05,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1985,1990,1985_1990,0,nat_tmp_intensity_initial_native,0.06849884393330496,0.1,True,0.9998392869263782,0.9998672598912304,2.7972964852129856e-05,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1985,1990,1985_1990,0,consolidation_density_per_10kha,0.045445507164286636,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1985,1990,1985_1990,0,replenishment_density_per_10kha,0.06220683123665205,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1985,1990,1985_1990,0,nat_tmp_density_per_10kha,0.05879222834292541,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1985,1990,1985_1990,0,net_cr_balance_density_per_10kha,0.06110424612754839,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1985,1990,1985_1990,0,cr_balance_index,0.03649891805999672,0.1,True,0.7081843376977046,0.7699913561713437,0.06180701847363912,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1985,1990,1985_1990,0,consolidation_rate_initial_pasture,0.0361640008240246,0.1,True,0.6597693692532077,0.7237721069114423,0.06400273765823461,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1985,1990,1985_1990,0,replenishment_rate_initial_native,0.06252654663281226,0.1,True,0.9998392869263782,0.9994372594204626,0.0004020275059156697,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1985,1990,1985_1990,0,nat_tmp_intensity_initial_native,0.05895536005072044,0.1,True,0.9998392869263782,0.9994372594204626,0.0004020275059156697,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1985,1990,1985_1990,0,consolidation_density_per_10kha,0.06871840874942958,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1985,1990,1985_1990,0,replenishment_density_per_10kha,0.1234643444019243,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1985,1990,1985_1990,0,nat_tmp_density_per_10kha,0.0854034450366431,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1985,1990,1985_1990,0,net_cr_balance_density_per_10kha,0.12179843017295999,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1985,1990,1985_1990,0,cr_balance_index,0.041170498315035386,0.1,True,0.7081843376977046,0.8312680778769176,0.12308374017921297,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1985,1990,1985_1990,0,consolidation_rate_initial_pasture,0.04035929820082529,0.1,True,0.6597693692532077,0.7831464831391304,0.12337711388592265,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1985,1990,1985_1990,0,replenishment_rate_initial_native,0.12335060204115278,0.1,False,0.9998392869263782,1.0,0.00016071307362175435,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1985,1990,1985_1990,0,nat_tmp_intensity_initial_native,0.08541871991281802,0.1,True,0.9998392869263782,1.0,0.00016071307362175435,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1990,1995,1990_1995,0,consolidation_density_per_10kha,0.058699438967734,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1990,1995,1990_1995,0,replenishment_density_per_10kha,0.08048543777457387,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1990,1995,1990_1995,0,nat_tmp_density_per_10kha,0.07071606230344263,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1990,1995,1990_1995,0,net_cr_balance_density_per_10kha,0.07943934153135179,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1990,1995,1990_1995,0,cr_balance_index,0.03772482753945239,0.1,True,0.7518582364183602,0.8318014511314213,0.0799432147130611,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,1990,1995,1990_1995,0,consolidation_rate_initial_pasture,0.034663456179008345,0.1,True,0.7180280258920672,0.8041671686578388,0.08613914276577161,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,1990,1995,1990_1995,0,replenishment_rate_initial_native,0.08044493620386328,0.1,True,0.999799107744905,0.9998672598912305,6.815214632549527e-05,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1990,1995,1990_1995,0,nat_tmp_intensity_initial_native,0.07070854980897612,0.1,True,0.999799107744905,0.9998672598912305,6.815214632549527e-05,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1990,1995,1990_1995,0,consolidation_density_per_10kha,0.048250528791855984,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1990,1995,1990_1995,0,replenishment_density_per_10kha,0.055578043636176494,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1990,1995,1990_1995,0,nat_tmp_density_per_10kha,0.06000946462482326,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1990,1995,1990_1995,0,net_cr_balance_density_per_10kha,0.05571057279034719,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1990,1995,1990_1995,0,cr_balance_index,0.03649802445536343,0.1,True,0.7518582364183602,0.8068742134940846,0.055015977075724365,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1990,1995,1990_1995,0,consolidation_rate_initial_pasture,0.0335786903141555,0.1,True,0.7180280258920672,0.7797009844534158,0.06167295856134869,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1990,1995,1990_1995,0,replenishment_rate_initial_native,0.05588122550377875,0.1,True,0.999799107744905,0.9994372594204624,0.00036184832444263737,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1990,1995,1990_1995,0,nat_tmp_intensity_initial_native,0.06013302437114176,0.1,True,0.999799107744905,0.9994372594204624,0.00036184832444263737,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1990,1995,1990_1995,0,consolidation_density_per_10kha,0.07722771241740312,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1990,1995,1990_1995,0,replenishment_density_per_10kha,0.11729562164610144,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1990,1995,1990_1995,0,nat_tmp_density_per_10kha,0.08922885236953071,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1990,1995,1990_1995,0,net_cr_balance_density_per_10kha,0.11430751467605138,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1990,1995,1990_1995,0,cr_balance_index,0.04293634694619497,0.1,True,0.7518582364183602,0.8686487689781309,0.11679053255977068,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1990,1995,1990_1995,0,consolidation_rate_initial_pasture,0.03986928367038145,0.1,True,0.7180280258920672,0.8403065156388103,0.12227848974674316,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1990,1995,1990_1995,0,replenishment_rate_initial_native,0.11714475870067548,0.1,False,0.999799107744905,1.0,0.00020089225509500874,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1990,1995,1990_1995,0,nat_tmp_intensity_initial_native,0.08917904104533503,0.1,True,0.999799107744905,1.0,0.00020089225509500874,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1995,2000,1995_2000,0,consolidation_density_per_10kha,0.07261854280271984,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1995,2000,1995_2000,0,replenishment_density_per_10kha,0.07645810598926664,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1995,2000,1995_2000,0,nat_tmp_density_per_10kha,0.08662309598638407,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1995,2000,1995_2000,0,net_cr_balance_density_per_10kha,0.07315967945274549,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1995,2000,1995_2000,0,cr_balance_index,0.04974567337475988,0.1,True,0.7815902664304593,0.8573520210604434,0.07576175462998413,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,1995,2000,1995_2000,0,consolidation_rate_initial_pasture,0.048048087840530274,0.1,True,0.76134033251495,0.8405964635996491,0.07925613108469909,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,1995,2000,1995_2000,0,replenishment_rate_initial_native,0.07640624140846541,0.1,True,0.9998392869070575,0.9998672598912304,2.7972984172897064e-05,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,1995,2000,1995_2000,0,nat_tmp_intensity_initial_native,0.08662673968808698,0.1,True,0.9998392869070575,0.9998672598912304,2.7972984172897064e-05,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1995,2000,1995_2000,0,consolidation_density_per_10kha,0.05989032141028816,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1995,2000,1995_2000,0,replenishment_density_per_10kha,0.05123207296500576,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1995,2000,1995_2000,0,nat_tmp_density_per_10kha,0.07396467220226421,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1995,2000,1995_2000,0,net_cr_balance_density_per_10kha,0.04980394221625595,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1995,2000,1995_2000,0,cr_balance_index,0.04795396825230025,0.1,True,0.7815902664304593,0.8321174688733859,0.05052720244292663,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1995,2000,1995_2000,0,consolidation_rate_initial_pasture,0.046242960889919194,0.1,True,0.76134033251495,0.8158148771704932,0.05447454465554313,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1995,2000,1995_2000,0,replenishment_rate_initial_native,0.051512332173183045,0.1,True,0.9998392869070575,0.9994640146024696,0.0003752723045878925,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,1995,2000,1995_2000,0,nat_tmp_intensity_initial_native,0.07410977481192893,0.1,True,0.9998392869070575,0.9994640146024696,0.0003752723045878925,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1995,2000,1995_2000,0,consolidation_density_per_10kha,0.09556280947967344,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1995,2000,1995_2000,0,replenishment_density_per_10kha,0.11210591671489184,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1995,2000,1995_2000,0,nat_tmp_density_per_10kha,0.10854103092035983,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1995,2000,1995_2000,0,net_cr_balance_density_per_10kha,0.105661254367867,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1995,2000,1995_2000,0,cr_balance_index,0.057634425479956564,0.1,True,0.7815902664304593,0.8930552704463337,0.11146500401587445,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1995,2000,1995_2000,0,consolidation_rate_initial_pasture,0.05571229151191326,0.1,True,0.76134033251495,0.8763257707057477,0.11498543819079765,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1995,2000,1995_2000,0,replenishment_rate_initial_native,0.11194033160185625,0.1,False,0.9998392869070575,1.0,0.00016071309294252156,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,1995,2000,1995_2000,0,nat_tmp_intensity_initial_native,0.10849590080405935,0.1,False,0.9998392869070575,1.0,0.00016071309294252156,0.05,True,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,2000,2005,2000_2005,0,consolidation_density_per_10kha,0.08244831442595857,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2000,2005,2000_2005,0,replenishment_density_per_10kha,0.07110897903939015,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2000,2005,2000_2005,0,nat_tmp_density_per_10kha,0.09819483182139221,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2000,2005,2000_2005,0,net_cr_balance_density_per_10kha,0.0658100970689175,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2000,2005,2000_2005,0,cr_balance_index,0.05809549837898498,0.1,True,0.8193981182471219,0.8894213509010941,0.07002323265397215,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,2000,2005,2000_2005,0,consolidation_rate_initial_pasture,0.056084048796926744,0.1,True,0.7893045193621026,0.8638406716506969,0.07453615228859434,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,2000,2005,2000_2005,0,replenishment_rate_initial_native,0.07099057466716711,0.1,True,0.9998794660885308,0.9998672598912304,1.2206197300468347e-05,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2000,2005,2000_2005,0,nat_tmp_intensity_initial_native,0.09821624850115374,0.1,True,0.9998794660885308,0.9998672598912304,1.2206197300468347e-05,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2000,2005,2000_2005,0,consolidation_density_per_10kha,0.0672989421840744,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2000,2005,2000_2005,0,replenishment_density_per_10kha,0.045464426434216915,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2000,2005,2000_2005,0,nat_tmp_density_per_10kha,0.08320072342893692,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2000,2005,2000_2005,0,net_cr_balance_density_per_10kha,0.04341460200717784,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2000,2005,2000_2005,0,cr_balance_index,0.05530321167167296,0.1,True,0.8193981182471219,0.8637689304363628,0.04437081218924088,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2000,2005,2000_2005,0,consolidation_rate_initial_pasture,0.05327213692713684,0.1,True,0.7893045193621026,0.8388219600695489,0.04951744070744635,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2000,2005,2000_2005,0,replenishment_rate_initial_native,0.045687959638348485,0.1,True,0.9998794660885308,0.9994640146024693,0.000415451486061591,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2000,2005,2000_2005,0,nat_tmp_intensity_initial_native,0.08338426089993578,0.1,True,0.9998794660885308,0.9994640146024693,0.000415451486061591,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2000,2005,2000_2005,0,consolidation_density_per_10kha,0.10960357911263963,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2000,2005,2000_2005,0,replenishment_density_per_10kha,0.10878879803054181,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2000,2005,2000_2005,0,nat_tmp_density_per_10kha,0.1241634776832582,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2000,2005,2000_2005,0,net_cr_balance_density_per_10kha,0.0938427592753367,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2000,2005,2000_2005,0,cr_balance_index,0.06957683188330333,0.1,True,0.8193981182471219,0.9227695034328102,0.10337138518568822,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2000,2005,2000_2005,0,consolidation_rate_initial_pasture,0.06668536216599358,0.1,True,0.7893045193621026,0.8983255126507377,0.10902099328863513,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2000,2005,2000_2005,0,replenishment_rate_initial_native,0.10494036913318963,0.1,False,0.9998794660885308,1.0,0.00012053391146915615,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2000,2005,2000_2005,0,nat_tmp_intensity_initial_native,0.12413406896480794,0.1,False,0.9998794660885308,1.0,0.00012053391146915615,0.05,True,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,2005,2010,2005_2010,0,consolidation_density_per_10kha,0.08279713620138535,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2005,2010,2005_2010,0,replenishment_density_per_10kha,0.06926293177751607,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2005,2010,2005_2010,0,nat_tmp_density_per_10kha,0.09885958711519682,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2005,2010,2005_2010,0,net_cr_balance_density_per_10kha,0.0617092741829689,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2005,2010,2005_2010,0,cr_balance_index,0.05332161595018675,0.1,True,0.8293623506459945,0.8976794008181164,0.06831705017212186,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,2005,2010,2005_2010,0,consolidation_rate_initial_pasture,0.053301268266650936,0.1,True,0.826348970383366,0.8948404507177621,0.06849148033439612,0.05,False,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,2005,2010,2005_2010,0,replenishment_rate_initial_native,0.06904509082574105,0.1,True,0.9998392869070575,0.9998672598912305,2.7972984173008086e-05,0.05,True,True
hex40k_base,coarser_scale_40k,primary_ge_50pct,2005,2010,2005_2010,0,nat_tmp_intensity_initial_native,0.09889867487341641,0.1,True,0.9998392869070575,0.9998672598912305,2.7972984173008086e-05,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2005,2010,2005_2010,0,consolidation_density_per_10kha,0.06551906931795803,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2005,2010,2005_2010,0,replenishment_density_per_10kha,0.0432156439324517,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2005,2010,2005_2010,0,nat_tmp_density_per_10kha,0.08322274820815678,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2005,2010,2005_2010,0,net_cr_balance_density_per_10kha,0.03991617643461565,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2005,2010,2005_2010,0,cr_balance_index,0.05044706612196842,0.1,True,0.8293623506459945,0.8713474720644684,0.04198512141847388,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2005,2010,2005_2010,0,consolidation_rate_initial_pasture,0.04968759032288311,0.1,True,0.826348970383366,0.8697271566391653,0.04337818625579937,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2005,2010,2005_2010,0,replenishment_rate_initial_native,0.04313841794722978,0.1,True,0.9998392869070575,0.9994042338613488,0.00043505304570867764,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_25pct,2005,2010,2005_2010,0,nat_tmp_intensity_initial_native,0.08346544284612645,0.1,True,0.9998392869070575,0.9994042338613488,0.00043505304570867764,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2005,2010,2005_2010,0,consolidation_density_per_10kha,0.11379447269118842,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2005,2010,2005_2010,0,replenishment_density_per_10kha,0.10821356481990063,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2005,2010,2005_2010,0,nat_tmp_density_per_10kha,0.12549789901191344,0.1,False,1.0,1.0,0.0,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2005,2010,2005_2010,0,net_cr_balance_density_per_10kha,0.08636262919373694,0.1,True,1.0,1.0,0.0,0.05,True,True
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2005,2010,2005_2010,0,cr_balance_index,0.06701109122022081,0.1,True,0.8293623506459945,0.9302363365255043,0.1008739858795098,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2005,2010,2005_2010,0,consolidation_rate_initial_pasture,0.06708714893645251,0.1,True,0.826348970383366,0.927202290960961,0.100853320577595,0.05,False,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2005,2010,2005_2010,0,replenishment_rate_initial_native,0.10380700294211789,0.1,False,0.9998392869070575,1.0,0.00016071309294252156,0.05,True,False
hex40k_base,coarser_scale_40k,sensitivity_ge_75pct,2005,2010,2005_2010,0,nat_tmp_intensity_initial_native,0.12547068039314435,0.1,False,0.9998392869070575,1.0,0.00016071309294252156,0.05,True,False
hex40k_base,coarser_scale_40k,primary_ge_50pct,2010,2015,2010_2015,0,consolidation_density_per_10kha,0.08513220994165588,0.1,True,1.0,1.0,0.0,0.05,True,True
